symbol,open_time,datetime_utc,datetime_kst,open,high,low,close,volume,quote_volume,trades,taker_buy_base,taker_buy_quote,sum_oi,sum_oi_value,cvd_delta,oi_delta,net_long_delta,net_short_delta,top_acc_ls_ratio,top_pos_ls_ratio,global_acc_ls_ratio,taker_ls_vol_ratio
XRPUSDT,1767225600000,2026-01-01 00:00:00,2026-01-01 09:00:00,1.8411,1.8427,1.8411,1.8411,804914.7,1482463.81001,3190,516369.6,951056.65338,231545707.90000001,426305552.37207526,227824.5,136589.5,250501.75,22677.25,3.30901676,1.511636,3.29335823,1.789607
XRPUSDT,1767225900000,2026-01-01 00:05:00,2026-01-01 09:05:00,1.8411,1.8431,1.8399,1.8413,1301988.3,2397700.82679,3774,667880.7,1229960.11463,231682297.40000001,426596614.20262003,33773.1,46027.90000001,62914.45000001,29141.35000001,3.30716981,1.507369,3.294877,1.047971
XRPUSDT,1767226200000,2026-01-01 00:10:00,2026-01-01 09:10:00,1.8412,1.8414,1.839,1.8395,516450.6,950230.80719,2274,208780.2,384154.32335,231728325.30000001,426264254.38935,-98890.2,-103182.30000001,-152627.40000001,-53737.20000001,3.30457083,1.507409,3.29037229,0.667793
XRPUSDT,1767226500000,2026-01-01 00:15:00,2026-01-01 09:15:00,1.8394,1.8419,1.8394,1.8403,596891.2,1098658.2707,2375,185674,341710.839,231625143,426244669.54983926,-225543.2,-58915.40000001,-171687.00000001,53856.19999999,3.31403959,1.507604,3.29632938,0.462328
XRPUSDT,1767226800000,2026-01-01 00:20:00,2026-01-01 09:20:00,1.8402,1.8428,1.8402,1.8414,464304,855005.29727,2050,241271.8,444367.32848,231566227.59999999,426406051.50264001,18239.6,-5800.5,3319.3,-14920.3,3.31178248,1.508526,3.28629294,1.055358
XRPUSDT,1767227100000,2026-01-01 00:25:00,2026-01-01 09:25:00,1.8415,1.8429,1.8413,1.8428,470502.9,866639.56061,2003,285356.6,525628.80556,231560427.09999999,426733921.06877726,100210.3,116036.70000002,166141.85000002,65931.55000002,3.31173539,1.507955,3.29264336,1.532631
XRPUSDT,1767227400000,2026-01-01 00:30:00,2026-01-01 09:30:00,1.8429,1.8451,1.8424,1.8436,1681330.8,3099752.83804,4234,1133702.2,2090093.07286,231676463.80000001,427164941.16591418,586073.6,40599.69999999,333636.49999999,-252437.10000001,3.31258498,1.505951,3.29531618,2.008733
XRPUSDT,1767227700000,2026-01-01 00:35:00,2026-01-01 09:35:00,1.8437,1.8445,1.8419,1.842,886660.1,1634207.05396,3332,539137.2,993778.56478,231717063.5,426834034.48702025,191614.3,32031.69999999,127838.84999999,-63775.45000001,3.30618401,1.508176,3.28452323,1.4935
XRPUSDT,1767228000000,2026-01-01 00:40:00,2026-01-01 09:40:00,1.842,1.8429,1.8409,1.8427,784241.5,1444529.57921,3155,404678.6,745517.92274,231749095.19999999,427067232.63455999,25115.7,290846.20000002,303404.05000002,278288.35000002,3.30473462,1.508016,3.28032018,1.068739
XRPUSDT,1767228300000,2026-01-01 00:45:00,2026-01-01 09:45:00,1.8427,1.8445,1.8414,1.8443,1219804.8,2247821.50464,2580,857064.5,1579271.70062,232039941.40000001,427974467.91816002,494324.2,-181119.09999999,66043.00000001,-428281.19999999,3.29745597,1.505011,3.27744124,2.371844
XRPUSDT,1767228600000,2026-01-01 00:50:00,2026-01-01 09:50:00,1.8442,1.8486,1.8439,1.8449,2160470.9,3989502.19146,5262,1269561.6,2344228.87585,231858822.30000001,427756341.26126999,378652.3,-64125.70000002,125200.44999998,-253451.85000002,3.30345556,1.503929,3.29675952,1.327209
XRPUSDT,1767228900000,2026-01-01 00:55:00,2026-01-01 09:55:00,1.8449,1.8451,1.8439,1.8442,309033.6,570018.38326,1712,119596.2,220599.65295,231794696.59999999,427498958.93937999,-69841.2,22438.5,-12482.1,57359.1,3.30566038,1.503832,3.30297609,0.599085
XRPUSDT,1767229200000,2026-01-01 01:00:00,2026-01-01 10:00:00,1.8442,1.845,1.8429,1.8429,830942.7,1532247.96757,3043,397306.6,732575.14165,231817135.09999999,427237855.67619479,-36329.5,60891.80000001,42727.05000001,79056.55000001,3.30401328,1.504372,3.30139769,0.913318
XRPUSDT,1767229500000,2026-01-01 01:05:00,2026-01-01 10:05:00,1.8429,1.8455,1.8425,1.8452,805322.9,1484899.76628,3582,579328.4,1068189.74014,231878026.90000001,427944836.83214694,353333.9,50044.69999999,226711.64999999,-126622.25000001,3.30472168,1.504298,3.30272247,2.423937
XRPUSDT,1767229800000,2026-01-01 01:10:00,2026-01-01 10:10:00,1.8452,1.8463,1.8446,1.8455,431082,795563.66213,2390,238254.7,439702.12675,231928071.59999999,428069641.75212002,45427.4,-134941,-112227.3,-157654.7,3.31062094,1.503821,3.30776115,1.261544
XRPUSDT,1767230100000,2026-01-01 01:15:00,2026-01-01 10:15:00,1.8456,1.8465,1.8423,1.8425,935302.6,1724763.61288,3231,241205.7,444783.8351,231793130.59999999,427078843.13050002,-452891.2,140262.70000002,-86182.89999998,366708.30000002,3.31935191,1.501146,3.32223039,0.347137
XRPUSDT,1767230400000,2026-01-01 01:20:00,2026-01-01 10:20:00,1.8426,1.8443,1.8415,1.8441,701653.7,1292824.4767,2489,484011.7,891811.236,231933393.30000001,427708370.58453,266369.7,-31367.10000002,101817.74999998,-164551.95000002,3.30986554,1.502449,3.31399707,2.127978
XRPUSDT,1767230700000,2026-01-01 01:25:00,2026-01-01 10:25:00,1.8441,1.8441,1.8411,1.8411,550632.7,1014708.49967,2552,118875.2,219049.21877,231902026.19999999,426968641.79758149,-312882.3,-28524.89999998,-184966.04999998,127916.25000002,3.31533575,1.502345,3.31324811,0.27201
XRPUSDT,1767231000000,2026-01-01 01:30:00,2026-01-01 10:30:00,1.8411,1.842,1.8399,1.8402,712812.2,1312194.46693,2601,279850.9,515239.47556,231873501.30000001,426696520.14849627,-153110.4,50472.39999998,-26082.80000002,127027.59999998,3.31624319,1.501801,3.31950106,0.643109
XRPUSDT,1767231300000,2026-01-01 01:35:00,2026-01-01 10:35:00,1.8402,1.8414,1.839,1.8409,496693.1,914074.43683,2290,309543.9,569654.80083,231923973.69999999,426972035.58170003,122394.7,160479.40000001,221676.75000001,99282.05000001,3.31182958,1.502436,3.310227,1.552713
XRPUSDT,1767231600000,2026-01-01 01:40:00,2026-01-01 10:40:00,1.8409,1.8429,1.8402,1.842,448815.8,826592.22487,1849,193163.1,355806.09152,232084453.09999999,427522771.05550998,-62489.6,19255.20000002,-11989.59999998,50500.00000002,3.31604416,1.501717,3.31028311,0.739809
XRPUSDT,1767231900000,2026-01-01 01:45:00,2026-01-01 10:45:00,1.8421,1.8422,1.8397,1.8401,313800,577761.35022,1893,101295,186514.50286,232103708.30000001,427094033.64283001,-111210,44621.79999998,-10983.20000002,100226.79999998,3.31860817,1.502391,3.31182883,0.495527
XRPUSDT,1767232200000,2026-01-01 01:50:00,2026-01-01 10:50:00,1.8401,1.8414,1.8394,1.841,494001.7,909119.72571,2045,274901.8,505932.78254,232148330.09999999,427452062.11475033,55801.9,16351.09999999,44252.04999999,-11549.85000001,3.31951589,1.503549,3.31064487,1.182495
XRPUSDT,1767232500000,2026-01-01 01:55:00,2026-01-01 10:55:00,1.841,1.8416,1.84,1.8403,329611.9,606726.61476,1635,139877.2,257485.7021,232164681.19999999,427206229.87611997,-49857.5,19970.70000002,-4958.04999998,44899.45000002,3.3204236,1.503745,3.31078774,0.652654
XRPUSDT,1767232800000,2026-01-01 02:00:00,2026-01-01 11:00:00,1.8403,1.8406,1.8393,1.8406,341454.5,628198.76791,2162,192738.9,354605.19799,232184651.90000001,427359070.28714001,44023.3,-11400,10611.65,-33411.65,3.24562704,1.504918,3.29789303,1.35486
XRPUSDT,1767233100000,2026-01-01 02:05:00,2026-01-01 11:05:00,1.8406,1.8416,1.8405,1.8411,353920.1,651586.21382,2696,226590.1,417162.98993,232173251.90000001,427477391.39828002,99260.1,17701.5,67331.55,-31928.55,3.24359544,1.498434,3.29240476,1.748823
XRPUSDT,1767233400000,2026-01-01 02:10:00,2026-01-01 11:10:00,1.8412,1.8418,1.8402,1.8407,393863.7,725140.34442,2272,228133.6,420032.74075,232190953.40000001,427393887.92338002,62403.5,43262.29999998,74464.04999998,12060.54999998,3.22714476,1.499994,3.27355746,1.376214
XRPUSDT,1767233700000,2026-01-01 02:15:00,2026-01-01 11:15:00,1.8407,1.8411,1.8398,1.8398,349548.8,643367.0296,2236,163010.7,300047.27071,232234215.69999999,427299665.66043264,-23527.4,25340.60000002,13576.90000002,37104.30000002,3.22659953,1.500637,3.2729769,0.882834
XRPUSDT,1767234000000,2026-01-01 02:20:00,2026-01-01 11:20:00,1.8399,1.8404,1.8384,1.8394,537264.7,988175.3494,2767,185166.2,340578.16653,232259556.30000001,427233141.24433005,-166932.3,-52637.80000001,-136103.95000001,30828.34999999,3.23017637,1.500494,3.28096432,0.529299
XRPUSDT,1767234300000,2026-01-01 02:25:00,2026-01-01 11:25:00,1.8394,1.8397,1.8379,1.8384,449162.7,825843.50519,2398,167267.1,307573.67398,232206918.5,426894309.8446762,-114628.5,-351179.09999999,-408493.34999999,-293864.84999999,3.23121387,1.5003,3.28228155,0.572402
XRPUSDT,1767234600000,2026-01-01 02:30:00,2026-01-01 11:30:00,1.8383,1.842,1.8383,1.8402,1344093.2,2473031.51148,5049,1006334.2,1851414.24682,231855739.40000001,426692188.11610854,668575.2,-627265.30000001,-292977.70000001,-961552.90000001,3.2195122,1.509306,3.24877618,2.724817
XRPUSDT,1767234900000,2026-01-01 02:35:00,2026-01-01 11:35:00,1.8403,1.8407,1.839,1.84,1702051.7,3131639.67634,2632,1338804.1,2463325.75261,231228474.09999999,425483515.19141001,975556.5,-86332.69999999,401445.55000001,-574110.94999999,3.21665928,1.498056,3.25447827,3.660438
XRPUSDT,1767235200000,2026-01-01 02:40:00,2026-01-01 11:40:00,1.84,1.8407,1.8399,1.8405,223740.1,411775.74485,1369,108628.4,199923.13559,231142141.40000001,425417111.24669999,-6483.3,44754.90000001,41513.25000001,47996.55000001,3.21757755,1.499447,3.25443739,0.943667
XRPUSDT,1767235500000,2026-01-01 02:45:00,2026-01-01 11:45:00,1.8406,1.8406,1.8391,1.8393,520346.3,957374.06966,1765,194817.2,358477.65028,231186896.30000001,425284747.00339073,-130711.9,66303.5,947.55,131659.45,3.21651159,1.49987,3.2554422,0.596245
XRPUSDT,1767235800000,2026-01-01 02:50:00,2026-01-01 11:50:00,1.8393,1.8399,1.8386,1.839,436617.2,803059.37936,1872,267787.4,492534.62393,231253199.80000001,425274634.43220001,98957.6,-27903.90000001,21574.89999999,-77382.70000001,3.21212568,1.498765,3.2513236,1.609218
XRPUSDT,1767236100000,2026-01-01 02:55:00,2026-01-01 11:55:00,1.839,1.8397,1.8387,1.8387,377395.8,694100.19462,1558,235530.7,433176.51024,231225295.90000001,425177074.10092002,93665.6,-155642.80000001,-108810.00000001,-202475.60000001,3.20727755,1.499214,3.25230646,1.684873
XRPUSDT,1767236400000,2026-01-01 03:00:00,2026-01-01 12:00:00,1.8388,1.8397,1.8382,1.8384,546877.1,1005687.14761,2269,374345.8,688453.52936,231069653.09999999,424817728.40019816,201814.5,-2587.79999998,98319.45000002,-103495.04999998,3.20982011,1.503946,3.24293604,2.169869
XRPUSDT,1767236700000,2026-01-01 03:05:00,2026-01-01 12:05:00,1.8384,1.8392,1.8378,1.8378,422378.5,776580.20419,2086,165135.5,303641.06403,231067065.30000001,424678159.31487,-92107.5,-163788,-209841.75,-117734.25,3.21091445,1.50675,3.241658,0.647758
XRPUSDT,1767237000000,2026-01-01 03:10:00,2026-01-01 12:10:00,1.8379,1.8405,1.8378,1.8405,683883.8,1257698.89813,2882,458781,843725.36177,230903277.30000001,424862030.23199999,233678.2,-20579,96260.1,-137418.1,3.20949432,1.510392,3.25212578,2.019534
XRPUSDT,1767237300000,2026-01-01 03:15:00,2026-01-01 12:15:00,1.8405,1.8408,1.8394,1.8399,405469.2,746155.51279,1887,254350.3,468058.208,230882698.30000001,424801076.60216999,103231.4,42882.5,94498.2,-8733.2,3.2140325,1.512596,3.25606621,1.670042
XRPUSDT,1767237600000,2026-01-01 03:20:00,2026-01-01 12:20:00,1.8398,1.8407,1.8389,1.8395,254766.9,468684.79191,1803,133066.8,244782.91333,230925580.80000001,424799371.53994179,11366.7,85975.89999998,91659.24999998,80292.54999998,3.2123136,1.512819,3.25335045,1.101053
XRPUSDT,1767237900000,2026-01-01 03:25:00,2026-01-01 12:25:00,1.8394,1.8401,1.8386,1.8392,358051.4,658619.89102,1501,234327.2,431033.72731,231011556.69999999,424899556.23830998,110603,39707.40000001,95008.90000001,-15594.09999999,3.21103896,1.5143,3.24337735,1.811197
XRPUSDT,1767238200000,2026-01-01 03:30:00,2026-01-01 12:30:00,1.8392,1.8401,1.8388,1.8401,233733,429936.51094,1886,147545.9,271414.50398,231051264.09999999,425157431.07041001,61358.8,78698.80000001,109378.20000001,48019.40000001,3.20365189,1.514162,3.25070129,1.746646
XRPUSDT,1767238500000,2026-01-01 03:35:00,2026-01-01 12:35:00,1.84,1.8401,1.8382,1.8384,296734,545617.87037,1565,189072,347615.08855,231129962.90000001,424909323.79536003,81410,32462.79999998,73167.79999998,-8242.20000002,3.20492045,1.512237,3.25194389,1.687567
XRPUSDT,1767238800000,2026-01-01 03:40:00,2026-01-01 12:40:00,1.8383,1.8388,1.8382,1.8384,238458.2,438383.9343,1104,167880.1,308632.88143,231162425.69999999,424992119.64945,97302,-246498.89999998,-197847.89999998,-295149.89999998,3.20571765,1.511615,3.24911887,2.378741
XRPUSDT,1767239100000,2026-01-01 03:45:00,2026-01-01 12:45:00,1.8384,1.8385,1.8363,1.8369,964651.4,1771988.41303,2456,343675.8,631258.40007,230915926.80000001,424159557.336501,-277299.8,-212900.60000002,-351550.50000002,-74250.70000002,3.21037889,1.513416,3.24657863,0.558856
XRPUSDT,1767239400000,2026-01-01 03:50:00,2026-01-01 12:50:00,1.8369,1.8369,1.8341,1.8348,1259123.7,2310959.60598,3302,376963.4,691898.46665,230703026.19999999,423294572.28241491,-505196.9,-129548.39999998,-382146.84999998,123050.05000002,3.2172949,1.51936,3.24317399,0.441147
XRPUSDT,1767239700000,2026-01-01 03:55:00,2026-01-01 12:55:00,1.8347,1.8354,1.8328,1.8335,1116314.6,2047273.57228,2509,393046.5,720934.4863,230573477.80000001,422687299.50296003,-330221.6,-110913,-276023.8,54197.8,3.20671873,1.519647,3.21611955,0.546345
XRPUSDT,1767240000000,2026-01-01 04:00:00,2026-01-01 13:00:00,1.8334,1.8336,1.8323,1.8329,705553.3,1293263.84413,2441,209632.4,384254.51173,230462564.80000001,422415613.98538899,-286288.5,-135669.70000002,-278813.95000002,7474.54999998,3.19985294,1.521297,3.2115751,0.421925
XRPUSDT,1767240300000,2026-01-01 04:05:00,2026-01-01 13:05:00,1.833,1.8337,1.8309,1.8309,968659.9,1774682.21213,2703,255985.3,469122.68807,230326895.09999999,421735756.46318561,-456689.3,-424385.69999999,-652730.34999999,-196041.04999999,3.19706098,1.527731,3.20716721,0.365041
XRPUSDT,1767240600000,2026-01-01 04:10:00,2026-01-01 13:10:00,1.831,1.8311,1.8275,1.8278,2794922.8,5112913.30656,4648,1244612.1,2276863.97139,229902509.40000001,420192816.43037999,-305698.6,418771.5,265922.2,571620.8,3.20631175,1.527249,3.2161108,0.801988
XRPUSDT,1767240900000,2026-01-01 04:15:00,2026-01-01 13:15:00,1.8277,1.828,1.8247,1.8272,2076300.2,3792123.5726,4488,635471,1160817.6765,230321280.90000001,420866076.58857,-805358.2,-58404.09999999,-461083.19999999,344275.00000001,3.16514028,1.522861,3.18991238,0.446036
XRPUSDT,1767241200000,2026-01-01 04:20:00,2026-01-01 13:20:00,1.8273,1.828,1.8265,1.8279,728695.3,1331702.61909,2343,421709.5,770666.79908,230262876.80000001,420899801.31571537,114723.7,-80438.20000002,-23076.35000002,-137800.05000002,3.16826643,1.525751,3.19483494,1.321213
XRPUSDT,1767241500000,2026-01-01 04:25:00,2026-01-01 13:25:00,1.828,1.8295,1.8279,1.8287,899521.3,1645069.24509,2491,570013,1042434.51993,230182438.59999999,420911607.22395998,240504.7,-14720.79999998,105531.55000002,-134973.14999998,3.16790231,1.526873,3.19343383,1.720338
XRPUSDT,1767241800000,2026-01-01 04:30:00,2026-01-01 13:30:00,1.8286,1.8295,1.8286,1.8291,380022.4,695131.34611,1797,193209.7,353411.08677,230167717.80000001,421022789.39976001,6397,-76505.40000001,-73306.90000001,-79703.90000001,3.1699622,1.526528,3.20104274,0.843538
XRPUSDT,1767242100000,2026-01-01 04:35:00,2026-01-01 13:35:00,1.8291,1.8306,1.8291,1.8306,280623,513535.62157,1470,176509.2,322996.40746,230091212.40000001,421185781.51141369,72395.4,29874.90000001,66072.60000001,-6322.79999999,3.1689199,1.526669,3.19992104,1.514751
XRPUSDT,1767242400000,2026-01-01 04:40:00,2026-01-01 13:40:00,1.8305,1.831,1.828,1.8281,651273.4,1191553.41268,1966,305031.8,558099.08442,230121087.30000001,420708246.26199174,-41209.8,-24593.70000002,-45198.60000002,-3988.80000002,3.17629932,1.530046,3.21226751,0.801244
XRPUSDT,1767242700000,2026-01-01 04:45:00,2026-01-01 13:45:00,1.8281,1.8287,1.8277,1.8279,691820.5,1264794.89349,1923,371598.8,679352.45682,230096493.59999999,420662416.50241482,51377.1,-121129.29999998,-95440.74999998,-146817.84999998,3.16744119,1.528683,3.20734887,1.157013
XRPUSDT,1767243000000,2026-01-01 04:50:00,2026-01-01 13:50:00,1.8279,1.8296,1.827,1.8296,795427.3,1453972.19597,2010,567244.6,1036939.32309,229975364.30000001,420762926.52328002,339061.9,33271.39999998,202802.34999998,-136259.55000002,3.15985507,1.534063,3.19587142,2.296176
XRPUSDT,1767243300000,2026-01-01 04:55:00,2026-01-01 13:55:00,1.8296,1.831,1.8295,1.8298,791120.9,1447741.75056,2117,526088.7,962772.70385,230008635.69999999,420869801.60386002,261056.5,-169002.5,-38474.25,-299530.75,3.15710976,1.537163,3.1869056,2.02046
XRPUSDT,1767243600000,2026-01-01 05:00:00,2026-01-01 14:00:00,1.8297,1.8348,1.8297,1.8347,861380.4,1578309.56299,3059,439885.1,805940.12296,229839633.19999999,421686775.03204,18389.8,-432997.79999998,-423802.89999998,-442192.69999998,3.15648523,1.53798,3.19866036,1.001849
XRPUSDT,1767243900000,2026-01-01 05:05:00,2026-01-01 14:05:00,1.8348,1.8422,1.8347,1.8405,2654908.5,4882370.11822,6066,1628154.8,2994123.23362,229406635.40000001,422238569.45656604,601401.1,48196.90000001,348897.45000001,-252503.64999999,3.14548084,1.543545,3.1897747,1.449531
XRPUSDT,1767244200000,2026-01-01 05:10:00,2026-01-01 14:10:00,1.8405,1.8439,1.8403,1.8436,1506021.2,2774353.83954,3609,852442.5,1570330.36873,229454832.30000001,423045874.31151003,198863.8,-247169.70000002,-147737.80000002,-346601.60000002,3.14535725,1.536976,3.19337539,1.356954
XRPUSDT,1767244500000,2026-01-01 05:15:00,2026-01-01 14:15:00,1.8437,1.8475,1.8434,1.8468,2485252.7,4586593.70733,5322,1306223.9,2410363.69349,229207662.59999999,423323632.05593997,127195.1,160526.20000002,224123.75000002,96928.65000002,3.15039884,1.536231,3.19538777,1.07938
XRPUSDT,1767244800000,2026-01-01 05:20:00,2026-01-01 14:20:00,1.8468,1.8488,1.846,1.8472,2759945.8,5098514.29929,5143,1557350.2,2876717.76486,229368188.80000001,423711855.17023998,354754.6,-64498.90000001,112878.39999999,-241876.20000001,3.13625833,1.525466,3.18815634,1.290573
XRPUSDT,1767245100000,2026-01-01 05:25:00,2026-01-01 14:25:00,1.8473,1.8509,1.8467,1.8509,1655829.4,3061449.69147,4108,1095567.1,2025831.60892,229303689.90000001,424395269.26691997,535304.8,73517,341169.4,-194135.4,3.11819887,1.521098,3.18169615,1.956805
XRPUSDT,1767245400000,2026-01-01 05:30:00,2026-01-01 14:30:00,1.8509,1.8545,1.8485,1.8497,4692510.7,8689471.31399,9036,2485122.6,4602239.80712,229377206.90000001,424269069.21969467,277734.5,-12784.30000001,126082.94999999,-151651.55000001,3.11340653,1.524779,3.17828906,1.124781
XRPUSDT,1767245700000,2026-01-01 05:35:00,2026-01-01 14:35:00,1.8497,1.8497,1.8459,1.8469,1189737.1,2197746.44546,3331,560563.7,1035336.44645,229364422.59999999,423613152.09994,-68609.7,7442.30000001,-26862.54999999,41747.15000001,3.10595358,1.52846,3.15993703,0.903304
XRPUSDT,1767246000000,2026-01-01 05:40:00,2026-01-01 14:40:00,1.8469,1.8479,1.8463,1.847,578009.1,1067646.78823,1864,233316.8,430959.85407,229371864.90000001,423674826.82869953,-111375.5,0.19999999,-55687.55000001,55687.94999999,3.10192917,1.52806,3.1546983,0.682778
XRPUSDT,1767246300000,2026-01-01 05:45:00,2026-01-01 14:45:00,1.847,1.8479,1.8462,1.8464,607679.5,1122422.07998,1788,280545.4,518155.74452,229371865.09999999,423489274.53412998,-46588.7,-130239.19999999,-153533.54999999,-106944.84999999,3.09679275,1.529515,3.14965079,0.876685
