symbol,open_time,datetime_utc,datetime_kst,open,high,low,close,volume,quote_volume,trades,taker_buy_base,taker_buy_quote,sum_oi,sum_oi_value,cvd_delta,oi_delta,net_long_delta,net_short_delta,top_acc_ls_ratio,top_pos_ls_ratio,global_acc_ls_ratio,taker_ls_vol_ratio
XRPUSDT,1751328000000,2025-07-01 00:00:00,2025-07-01 09:00:00,2.2358,2.2402,2.2341,2.2355,3722053.5,8328447.00599,10653,1783363.7,3991138.96602,292862541,654694210.40550005,-155326.1,-415748.39999998,-493411.44999998,-338085.34999998,2.71700311,1.794367,2.23874045,0.920322
XRPUSDT,1751328300000,2025-07-01 00:05:00,2025-07-01 09:05:00,2.2355,2.2478,2.2322,2.2476,3494877.4,7829296.26604,11152,2090423.2,4684707.01187,292446792.60000002,657316995.2012763,685969,25039.79999995,368024.29999995,-317944.70000005,2.70913555,1.786421,2.24893895,1.453978
XRPUSDT,1751328600000,2025-07-01 00:10:00,2025-07-01 09:10:00,2.2476,2.2482,2.244,2.2443,2926838.2,6573722.45713,8389,1528783.7,3433606.60098,292471832.39999998,656489431.79077888,130729.2,-105500.09999996,-40135.49999996,-170864.69999996,2.72189809,1.782806,2.25796959,1.093465
XRPUSDT,1751328900000,2025-07-01 00:15:00,2025-07-01 09:15:00,2.2443,2.2508,2.244,2.2505,3062614.3,6883348.38291,10100,1961788.9,4409471.14401,292366332.30000001,657999667.47438002,860963.5,-792107.69999999,-361625.94999999,-1222589.44999999,2.73352398,1.776673,2.27432514,1.782467
XRPUSDT,1751329200000,2025-07-01 00:20:00,2025-07-01 09:20:00,2.2505,2.252,2.2431,2.2431,3286977.5,7388825.65518,8816,1327006.6,2983417.69929,291574224.60000002,654059300.62272,-632964.3,-177863.60000002,-494345.75000002,138618.54999998,2.74608559,1.774212,2.28705688,0.677545
XRPUSDT,1751329500000,2025-07-01 00:25:00,2025-07-01 09:25:00,2.2431,2.2436,2.2384,2.2386,1950972.2,4373528.59052,7062,739804.7,1658387.62986,291396361,652290754.09850001,-471362.8,-247814,-483495.4,-12132.6,2.7430655,1.775886,2.28516526,0.611323
XRPUSDT,1751329800000,2025-07-01 00:30:00,2025-07-01 09:30:00,2.2386,2.2388,2.2317,2.2384,4048811.2,9047124.56918,12812,1728572,3862504.34269,291148547,651696487.39830291,-591667.2,173168.39999998,-122665.20000002,469001.99999998,2.6605373,1.779556,2.22408027,0.745103
XRPUSDT,1751330100000,2025-07-01 00:35:00,2025-07-01 09:35:00,2.2385,2.2428,2.2384,2.2395,2054968.7,4604730.73692,7814,1036275.3,2321909.50103,291321715.39999998,652566544.67395401,17581.9,86763.90000004,95554.85000004,77972.95000004,2.66166884,1.78531,2.22892557,1.01706
XRPUSDT,1751330400000,2025-07-01 00:40:00,2025-07-01 09:40:00,2.2396,2.2415,2.2368,2.2393,1386300.3,3104700.08797,6260,638961.1,1430851.23237,291408479.30000001,652551007.69649005,-108378.1,-191348.19999999,-245537.24999999,-137159.14999999,2.66458007,1.786022,2.23354378,0.854827
XRPUSDT,1751330700000,2025-07-01 00:45:00,2025-07-01 09:45:00,2.2392,2.2431,2.238,2.2388,2094861.1,4693896.49986,7784,1079774.2,2419481.3508,291217131.10000002,651947791.39356995,64687.3,252929.79999995,285273.44999995,220586.14999995,2.48058252,1.782538,2.16115856,1.063782
XRPUSDT,1751331000000,2025-07-01 00:50:00,2025-07-01 09:50:00,2.2388,2.2409,2.2369,2.2378,1836421.4,4110863.216,6175,847205.2,1896138.89278,291470060.89999998,652309996.29419994,-142011,156775.10000002,85769.60000002,227780.60000002,2.48003398,1.784094,2.1597561,0.856151
XRPUSDT,1751331300000,2025-07-01 00:55:00,2025-07-01 09:55:00,2.2378,2.2389,2.2366,2.2382,951883.5,2129875.82286,4620,460621,1030633.6268,291626836,652697312.32249999,-30641.5,-70065.30000001,-85386.05000001,-54744.55000001,2.48011639,1.784609,2.15976676,0.937586
XRPUSDT,1751331600000,2025-07-01 01:00:00,2025-07-01 10:00:00,2.2382,2.2416,2.2365,2.2391,1443269.7,3231882.11829,6707,738850.5,1654435.77254,291556770.69999999,652766453.92023003,34431.3,-19827,-2611.35,-37042.65,2.48131975,1.780166,2.16357272,1.049366
XRPUSDT,1751331900000,2025-07-01 01:05:00,2025-07-01 10:05:00,2.2391,2.2425,2.237,2.2423,1122125.4,2513521.858,5339,748676.2,1677160.88445,291536943.69999999,653688123.38952982,375227,-81101.5,106512,-268715,2.48283392,1.781196,2.16619808,2.005282
XRPUSDT,1751332200000,2025-07-01 01:10:00,2025-07-01 10:10:00,2.2423,2.2476,2.2416,2.2467,1551239.5,3481823.83808,6252,915731.5,2055386.45732,291455842.19999999,654813840.67074001,280223.5,82213,222324.75,-57898.75,2.48700826,1.781176,2.1721281,1.441298
XRPUSDT,1751332500000,2025-07-01 01:15:00,2025-07-01 10:15:00,2.2468,2.2508,2.2454,2.2503,2063448.6,4638725.09792,7421,1369599,3078933.27367,291538055.19999999,656087877.64571428,675749.4,-361731.80000001,-23857.10000001,-699606.50000001,2.48840879,1.777417,2.17791248,1.973939
XRPUSDT,1751332800000,2025-07-01 01:20:00,2025-07-01 10:20:00,2.2504,2.2532,2.2458,2.2505,2632744.7,5924160.82571,9182,1416630.2,3187661.03347,291176323.39999998,655467021.60573995,200515.7,207942.60000002,308200.45000002,107684.75000002,2.48854407,1.774892,2.18592885,1.164873
XRPUSDT,1751333100000,2025-07-01 01:25:00,2025-07-01 10:25:00,2.2504,2.251,2.2473,2.2479,2434844.7,5475890.25453,6848,1496862.9,3366349.22601,291384266,655031829.96800005,558881.1,145973.60000002,425414.15000002,-133466.94999998,2.48565873,1.777898,2.16201682,1.585165
XRPUSDT,1751333400000,2025-07-01 01:30:00,2025-07-01 10:30:00,2.2479,2.2501,2.2448,2.2501,1486038.6,3339793.40476,5543,778022.4,1748541.68699,291530239.60000002,655768120.95624006,70006.2,308344.29999995,343347.39999995,273341.19999995,2.48815742,1.778954,2.16846146,1.098847
XRPUSDT,1751333700000,2025-07-01 01:35:00,2025-07-01 10:35:00,2.2502,2.2516,2.2496,2.2499,2477932.6,5576562.14661,5358,1222591.8,2751330.32115,291838583.89999998,656660032.45273507,-32749,1303264.40000004,1286889.90000004,1319638.90000004,2.48803595,1.783172,2.17038734,0.973859
XRPUSDT,1751334000000,2025-07-01 01:40:00,2025-07-01 10:40:00,2.2499,2.2506,2.2391,2.241,4708165.2,10564917.41252,8965,1489180.6,3341873.56374,293141848.30000001,656872253.67063999,-1729804,163139.80000001,-701762.19999999,1028041.80000001,2.51033386,1.786858,2.1862346,0.462668
XRPUSDT,1751334300000,2025-07-01 01:45:00,2025-07-01 10:45:00,2.2409,2.2424,2.2387,2.2393,1875831.2,4202623.25797,6429,804462.3,1802363.6443,293304988.10000002,656922168.37238657,-266906.6,-607787.60000002,-741240.90000002,-474334.30000002,2.51346389,1.786658,2.18849121,0.75148
XRPUSDT,1751334600000,2025-07-01 01:50:00,2025-07-01 10:50:00,2.2394,2.2399,2.2281,2.2297,6891710.1,15380001.95613,15061,2494797.8,5566555.81551,292697200.5,652706912.83002663,-1902114.5,-169034.19999999,-1120091.44999999,782023.05000001,2.52543623,1.789672,2.20511443,0.567238
XRPUSDT,1751334900000,2025-07-01 01:55:00,2025-07-01 10:55:00,2.2296,2.2321,2.2268,2.23,4016274.6,8954922.60729,7742,1965333.1,4382509.51135,292528166.30000001,652337810.84899998,-85608.4,-119716.80000001,-162521.00000001,-76912.60000001,2.5278495,1.798685,2.20313338,0.957175
XRPUSDT,1751335200000,2025-07-01 02:00:00,2025-07-01 11:00:00,2.23,2.2308,2.2256,2.2278,3360781.9,7488024.25679,9040,1693142.6,3772798.67502,292408449.5,651427543.79610002,25503.3,43782.89999998,56534.54999998,31031.24999998,2.51877301,1.799862,2.18767702,1.015493
XRPUSDT,1751335500000,2025-07-01 02:05:00,2025-07-01 11:05:00,2.2279,2.2329,2.2278,2.23,1480630.6,3303065.34893,5942,902825.8,2013981.83015,292452232.39999998,652242778.66616356,325021,43194.60000002,205705.10000002,-119315.89999998,2.5269174,1.800557,2.19664846,1.56248
XRPUSDT,1751335800000,2025-07-01 02:10:00,2025-07-01 11:10:00,2.23,2.233,2.2286,2.23,918418.8,2048909.60092,5162,507875.2,1132992.66103,292495427,652264802.21000004,97331.6,112766.80000001,161432.60000001,64101.00000001,2.52903543,1.802528,2.19525108,1.237004
XRPUSDT,1751336100000,2025-07-01 02:15:00,2025-07-01 11:15:00,2.23,2.2333,2.2293,2.2322,994493.5,2218919.68399,6191,498438.6,1112155.40107,292608193.80000001,653275385.6111753,2383.7,9264.80000001,10456.65000001,8072.95000001,2.53415385,1.802902,2.19945443,1.006521
XRPUSDT,1751336400000,2025-07-01 02:20:00,2025-07-01 11:20:00,2.2322,2.2347,2.2312,2.233,1076999.7,2405237.5096,5011,626208.2,1398436.41768,292617458.60000002,653444046.79965997,175416.7,73295,161003.35,-14413.35,2.53868901,1.804029,2.20394068,1.372032
XRPUSDT,1751336700000,2025-07-01 02:25:00,2025-07-01 11:25:00,2.233,2.234,2.23,2.2318,1123244.9,2507512.8862,4843,482683.7,1077208.40896,292690753.60000002,653256492.95984006,-157877.5,8514.5,-70424.25,87453.25,2.49008771,1.798105,2.20359666,0.753127
XRPUSDT,1751337000000,2025-07-01 02:30:00,2025-07-01 11:30:00,2.2318,2.2355,2.23,2.2325,1043079.4,2329635.02919,6231,686733.4,1533878.76464,292699268.10000002,653421846.10643995,330387.4,-9570,155623.7,-174763.7,2.49326761,1.800239,2.20789586,1.927574
XRPUSDT,1751337300000,2025-07-01 02:35:00,2025-07-01 11:35:00,2.2326,2.2326,2.2284,2.2299,1050034.4,2341284.43669,5501,618058.5,1378060.37636,292689698.10000002,652698026.76300001,186082.6,-53508.5,39532.8,-146549.8,2.49566787,1.800331,2.20636874,1.426785
XRPUSDT,1751337600000,2025-07-01 02:40:00,2025-07-01 11:40:00,2.23,2.23,2.2271,2.2282,736225.6,1640565.43166,4403,372419,829852.9171,292636189.60000002,652051957.66672003,8612.4,56102.19999999,60408.39999999,51795.99999999,2.49278846,1.801609,2.20431201,1.023609
XRPUSDT,1751337900000,2025-07-01 02:45:00,2025-07-01 11:45:00,2.2282,2.2286,2.2256,2.2279,1360246.6,3029034.55701,5943,816258.8,1817628.9358,292692291.80000001,652092288.70874226,272271,117772.5,253908,-18363,2.49603079,1.803975,2.20246742,1.50043
XRPUSDT,1751338200000,2025-07-01 02:50:00,2025-07-01 11:50:00,2.2278,2.2279,2.2233,2.2247,2013919.6,4480757.68521,6264,703931.3,1566068.7712,292810064.30000001,651385269.04177999,-606057,-7710.10000002,-310738.60000002,295318.39999998,2.50380113,1.805054,2.20257837,0.53702
XRPUSDT,1751338500000,2025-07-01 02:55:00,2025-07-01 11:55:00,2.2247,2.2286,2.2246,2.2274,1470501.6,3274456.64321,4546,1059874.7,2360037.95571,292802354.19999999,652158683.50966001,649247.8,-8837.89999998,315786.00000002,-333461.79999998,2.49759152,1.81019,2.19767318,2.602768
XRPUSDT,1751338800000,2025-07-01 03:00:00,2025-07-01 12:00:00,2.2273,2.2289,2.2266,2.2271,1041809.7,2320969.87471,5055,563282,1254833.59523,292793516.30000001,652138998.85499001,84754.3,122536.39999998,164913.54999998,80159.24999998,2.49710983,1.810834,2.20299225,1.176455
XRPUSDT,1751339100000,2025-07-01 03:05:00,2025-07-01 12:05:00,2.2272,2.2305,2.2258,2.227,946813,2109727.23688,4860,533220.3,1188207.35485,292916052.69999999,652385573.45060909,119627.6,39141.10000002,98954.90000002,-20672.69999998,2.50670371,1.81128,2.20956,1.289374
XRPUSDT,1751339400000,2025-07-01 03:10:00,2025-07-01 12:10:00,2.2269,2.228,2.2233,2.2259,1270117.2,2827056.94104,5318,629834.4,1401987.42328,292955193.80000001,652088965.87942004,-10448.4,2680.80000001,-2543.39999999,7905.00000001,2.50767372,1.812034,2.21054604,0.983979
XRPUSDT,1751339700000,2025-07-01 03:15:00,2025-07-01 12:15:00,2.2259,2.2298,2.2252,2.2295,916439.1,2041425.61376,4997,528110.9,1176393.21861,292957874.60000002,653149581.42069995,139782.7,174028.29999995,243919.64999995,104136.94999995,2.50421992,1.813192,2.20941793,1.359941
XRPUSDT,1751340000000,2025-07-01 03:20:00,2025-07-01 12:20:00,2.2295,2.2313,2.2269,2.2307,1293025.9,2882675.67652,4996,950393.4,2118856.29999,293131902.89999998,653889335.79902995,607760.9,94990.80000001,398871.25000001,-208889.64999999,2.50234798,1.813726,2.20978946,2.774028
XRPUSDT,1751340300000,2025-07-01 03:25:00,2025-07-01 12:25:00,2.2307,2.2334,2.23,2.2324,2017416.5,4503009.87795,4897,1311678.9,2927795.55299,293226893.69999999,654601878.57808661,605941.3,3493.19999999,306463.84999999,-299477.45000001,2.5018668,1.816976,2.21423986,1.858683
XRPUSDT,1751340600000,2025-07-01 03:30:00,2025-07-01 12:30:00,2.2324,2.2345,2.2324,2.2335,961509.5,2147395.31321,4577,579766.8,1294855.12828,293230386.89999998,654930069.14115,198024.1,179187.60000002,278199.65000002,80175.55000002,2.50826197,1.815869,2.22384859,1.521936
