symbol,open_time,datetime_utc,datetime_kst,open,high,low,close,volume,quote_volume,trades,taker_buy_base,taker_buy_quote,sum_oi,sum_oi_value,cvd_delta,oi_delta,net_long_delta,net_short_delta,top_acc_ls_ratio,top_pos_ls_ratio,global_acc_ls_ratio,taker_ls_vol_ratio
XRPUSDT,1761955200000,2025-11-01 00:00:00,2025-11-01 09:00:00,2.5082,2.5093,2.5007,2.5014,1389721.9,3480991.55749,4655,559522.6,1401670.07127,195192519.09999999,488235172.94804221,-270676.7,94819.40000001,-40518.94999999,230157.75000001,2.98105096,1.424222,2.64976854,0.669661
XRPUSDT,1761955500000,2025-11-01 00:05:00,2025-11-01 09:05:00,2.5014,2.5027,2.4991,2.5013,2044586.5,5113111.57928,5021,760827.7,1902755.16766,195287338.5,488472219.79005003,-522931.1,402858.09999999,141392.54999999,664323.64999999,2.99138756,1.432126,2.66258834,0.585603
XRPUSDT,1761955800000,2025-11-01 00:10:00,2025-11-01 09:10:00,2.5014,2.5037,2.4983,2.4992,1643564.4,4109936.77815,4325,584096,1460581.15603,195690196.59999999,489127646.40170002,-475372.4,50564.30000001,-187121.89999999,288250.50000001,2.99155244,1.428877,2.66588092,0.565411
XRPUSDT,1761956100000,2025-11-01 00:15:00,2025-11-01 09:15:00,2.4991,2.5004,2.4957,2.4957,1117105.8,2790865.13212,3752,306264.7,765311.83207,195740760.90000001,488529791.05422002,-504576.4,169410,-82878.2,421698.2,2.99489959,1.431938,2.66420748,0.36517
XRPUSDT,1761956400000,2025-11-01 00:20:00,2025-11-01 09:20:00,2.4957,2.4983,2.4948,2.4983,1285274.7,3208598.43522,3940,842659.4,2103688.20464,195910170.90000001,489422788.94238001,400044.1,1136430.09999999,1336452.14999999,936408.04999999,2.98775445,1.433847,2.64639128,1.859022
XRPUSDT,1761956700000,2025-11-01 00:25:00,2025-11-01 09:25:00,2.4983,2.5012,2.4944,2.4988,2654281.5,6629747.18617,4692,620963.2,1551566.9293,197046601,492399751.23890001,-1412355.1,105649.5,-600528.05,811827.05,2.99904367,1.442043,2.66021701,0.309617
XRPUSDT,1761957000000,2025-11-01 00:30:00,2025-11-01 09:30:00,2.4988,2.4988,2.492,2.4929,1814214.1,4526958.99913,5421,564035.2,1407054.48356,197152250.5,491477231.47069836,-686143.7,37501.90000001,-305569.94999999,380573.75000001,2.99442764,1.444693,2.65038989,0.456378
XRPUSDT,1761957300000,2025-11-01 00:35:00,2025-11-01 09:35:00,2.4929,2.4952,2.4926,2.4937,877791,2189029.21507,2959,462178.6,1152552.87037,197189752.40000001,491791242.48559999,46566.2,-51839,-28555.9,-75122.1,3.00015936,1.443661,2.6502724,1.108647
XRPUSDT,1761957600000,2025-11-01 00:40:00,2025-11-01 09:40:00,2.4936,2.4969,2.4936,2.4964,515869.6,1287209.17718,2285,319695.6,797719.90777,197137913.40000001,492115511.21695936,123521.6,-138269.20000002,-76508.40000002,-200030.00000002,2.9873036,1.442853,2.63297513,1.60779
XRPUSDT,1761957900000,2025-11-01 00:45:00,2025-11-01 09:45:00,2.4963,2.5026,2.4961,2.5023,1278325.1,3195466.48906,3973,855093.3,2137545.68401,196999644.19999999,492991609.61049998,431861.5,15009.70000002,230940.45000002,-200921.04999998,2.98319328,1.44049,2.6369997,1.847526
XRPUSDT,1761958200000,2025-11-01 00:50:00,2025-11-01 09:50:00,2.5022,2.5023,2.4973,2.4973,866253.7,2166018.68978,2768,319837.6,799775.08304,197014653.90000001,492004695.18447,-226578.5,85389.69999999,-27899.55000001,198678.94999999,2.98540609,1.441836,2.63314054,0.592878
XRPUSDT,1761958500000,2025-11-01 00:55:00,2025-11-01 09:55:00,2.4974,2.5004,2.4973,2.4991,581374.4,1452887.03757,2196,282156,705092.65294,197100043.59999999,492553008.95639998,-17062.4,-25376,-33907.2,-16844.8,2.98809713,1.440068,2.63849624,0.916717
XRPUSDT,1761958800000,2025-11-01 01:00:00,2025-11-01 10:00:00,2.4991,2.5029,2.4986,2.5019,1066136.6,2666581.79363,3442,599435.5,1499311.28321,197074667.59999999,493089795.08630919,132734.4,-18193.5,48173.7,-84560.7,2.99316592,1.439764,2.64787459,1.264033
XRPUSDT,1761959100000,2025-11-01 01:05:00,2025-11-01 10:05:00,2.5018,2.5046,2.501,2.5016,635199.9,1589750.54021,2502,342587.1,857414.95864,197056474.09999999,493009066.04036778,49974.3,53920.59999999,78907.74999999,28933.44999999,2.99602417,1.439608,2.64977758,1.148808
XRPUSDT,1761959400000,2025-11-01 01:10:00,2025-11-01 10:10:00,2.5016,2.5017,2.4986,2.4986,662819,1656909.27855,2474,228258.5,570526.75177,197110394.69999999,492500205.65456736,-206302,-116353.59999999,-219504.59999999,-13202.59999999,2.99650072,1.435564,2.65486525,0.493373
XRPUSDT,1761959700000,2025-11-01 01:15:00,2025-11-01 10:15:00,2.4987,2.5002,2.4946,2.4967,888832.1,2219635.52366,3311,331481.2,827738.69855,196994041.09999999,491815323.01025999,-225869.7,16198.59999999,-96736.25000001,129133.44999999,3.00334715,1.437601,2.66636329,0.586351
