symbol,funding_time,datetime_utc,datetime_kst,funding_rate,mark_price
XRPUSDT,1764547200000,2025-12-01 00:00:00,2025-12-01 09:00:00,-0.00011064,
XRPUSDT,1764576000004,2025-12-01 08:00:00,2025-12-01 17:00:00,-0.0000272,
XRPUSDT,1764604800000,2025-12-01 16:00:00,2025-12-02 01:00:00,0.00002226,
XRPUSDT,1764633600004,2025-12-02 00:00:00,2025-12-02 09:00:00,-0.00000774,
XRPUSDT,1764662400000,2025-12-02 08:00:00,2025-12-02 17:00:00,0.00001713,
XRPUSDT,1764691200000,2025-12-02 16:00:00,2025-12-03 01:00:00,-0.00008778,
XRPUSDT,1764720000000,2025-12-03 00:00:00,2025-12-03 09:00:00,0.0001,
XRPUSDT,1764748800000,2025-12-03 08:00:00,2025-12-03 17:00:00,0.0000647,
XRPUSDT,1764777600005,2025-12-03 16:00:00,2025-12-04 01:00:00,0.00006376,
XRPUSDT,1764806400012,2025-12-04 00:00:00,2025-12-04 09:00:00,0.00008002,
XRPUSDT,1764835200000,2025-12-04 08:00:00,2025-12-04 17:00:00,0.0001,
XRPUSDT,1764864000011,2025-12-04 16:00:00,2025-12-05 01:00:00,0.00001062,
XRPUSDT,1764892800000,2025-12-05 00:00:00,2025-12-05 09:00:00,-0.00003847,
XRPUSDT,1764921600000,2025-12-05 08:00:00,2025-12-05 17:00:00,0.00001197,
XRPUSDT,1764950400010,2025-12-05 16:00:00,2025-12-06 01:00:00,-0.00002411,
XRPUSDT,1764979200001,2025-12-06 00:00:00,2025-12-06 09:00:00,-0.00005742,
XRPUSDT,1765008000001,2025-12-06 08:00:00,2025-12-06 17:00:00,-0.00005356,
XRPUSDT,1765036800008,2025-12-06 16:00:00,2025-12-07 01:00:00,-0.00006754,
XRPUSDT,1765065600000,2025-12-07 00:00:00,2025-12-07 09:00:00,-0.00008124,
XRPUSDT,1765094400004,2025-12-07 08:00:00,2025-12-07 17:00:00,-0.00011169,
XRPUSDT,1765123200000,2025-12-07 16:00:00,2025-12-08 01:00:00,-0.00008259,
XRPUSDT,1765152000000,2025-12-08 00:00:00,2025-12-08 09:00:00,-0.00005743,
XRPUSDT,1765180800000,2025-12-08 08:00:00,2025-12-08 17:00:00,0.00008587,
XRPUSDT,1765209600001,2025-12-08 16:00:00,2025-12-09 01:00:00,0.0001,
XRPUSDT,1765238400001,2025-12-09 00:00:00,2025-12-09 09:00:00,0.00003594,
XRPUSDT,1765267200001,2025-12-09 08:00:00,2025-12-09 17:00:00,0.00004795,
