symbol,open_time,datetime_utc,datetime_kst,open,high,low,close,volume,quote_volume
XRPUSDT,1767225600000,2026-01-01 00:00:00,2026-01-01 09:00:00,1.8424,1.8437,1.8423,1.8425,204510.1,376901.67715
XRPUSDT,1767225900000,2026-01-01 00:05:00,2026-01-01 09:05:00,1.8426,1.8444,1.8412,1.8426,191513,352857.88385
XRPUSDT,1767226200000,2026-01-01 00:10:00,2026-01-01 09:10:00,1.8425,1.8427,1.8404,1.8409,74847.3,137802.35037
XRPUSDT,1767226500000,2026-01-01 00:15:00,2026-01-01 09:15:00,1.8409,1.8432,1.8409,1.8417,163504.9,301256.50549
XRPUSDT,1767226800000,2026-01-01 00:20:00,2026-01-01 09:20:00,1.8417,1.8439,1.8416,1.8429,111997,206405.86625
XRPUSDT,1767227100000,2026-01-01 00:25:00,2026-01-01 09:25:00,1.8429,1.8442,1.8428,1.8441,133194.4,245523.79806
XRPUSDT,1767227400000,2026-01-01 00:30:00,2026-01-01 09:30:00,1.8442,1.8464,1.8436,1.8449,282493.7,521216.83438
XRPUSDT,1767227700000,2026-01-01 00:35:00,2026-01-01 09:35:00,1.845,1.8457,1.8434,1.8434,71988.7,132783.30439
XRPUSDT,1767228000000,2026-01-01 00:40:00,2026-01-01 09:40:00,1.8434,1.8441,1.8424,1.8439,138070.3,254528.84486
XRPUSDT,1767228300000,2026-01-01 00:45:00,2026-01-01 09:45:00,1.844,1.8457,1.8427,1.8456,422965.5,779874.65857
XRPUSDT,1767228600000,2026-01-01 00:50:00,2026-01-01 09:50:00,1.8456,1.8499,1.8453,1.8462,982529.6,1815623.62586
XRPUSDT,1767228900000,2026-01-01 00:55:00,2026-01-01 09:55:00,1.8463,1.8466,1.8454,1.8456,60014.6,110790.69179
XRPUSDT,1767229200000,2026-01-01 01:00:00,2026-01-01 10:00:00,1.8455,1.8463,1.8443,1.8444,267316.9,493265.75275
XRPUSDT,1767229500000,2026-01-01 01:05:00,2026-01-01 10:05:00,1.8443,1.8468,1.8439,1.8466,160529.7,296194.33346
XRPUSDT,1767229800000,2026-01-01 01:10:00,2026-01-01 10:10:00,1.8466,1.8475,1.846,1.847,106573.6,196809.0881
XRPUSDT,1767230100000,2026-01-01 01:15:00,2026-01-01 10:15:00,1.8469,1.8478,1.8437,1.8437,269436.6,497208.01497
XRPUSDT,1767230400000,2026-01-01 01:20:00,2026-01-01 10:20:00,1.8438,1.8455,1.843,1.8454,176383.6,325219.06359
XRPUSDT,1767230700000,2026-01-01 01:25:00,2026-01-01 10:25:00,1.8454,1.8454,1.8424,1.8424,123009.2,226861.8447
XRPUSDT,1767231000000,2026-01-01 01:30:00,2026-01-01 10:30:00,1.8425,1.8434,1.8414,1.8416,136428.6,251360.12492
XRPUSDT,1767231300000,2026-01-01 01:35:00,2026-01-01 10:35:00,1.8416,1.8429,1.8403,1.8422,97973.5,180407.36769
XRPUSDT,1767231600000,2026-01-01 01:40:00,2026-01-01 10:40:00,1.8423,1.8442,1.8416,1.8434,74203.9,136779.06829
XRPUSDT,1767231900000,2026-01-01 01:45:00,2026-01-01 10:45:00,1.8433,1.8435,1.8411,1.8414,125922.8,231985.13399
XRPUSDT,1767232200000,2026-01-01 01:50:00,2026-01-01 10:50:00,1.8414,1.8426,1.8409,1.8423,88308.8,162626.28003
XRPUSDT,1767232500000,2026-01-01 01:55:00,2026-01-01 10:55:00,1.8423,1.8428,1.8413,1.8415,68750.1,126629.72938
XRPUSDT,1767232800000,2026-01-01 02:00:00,2026-01-01 11:00:00,1.8416,1.8418,1.8406,1.8418,72911,134225.83254
XRPUSDT,1767233100000,2026-01-01 02:05:00,2026-01-01 11:05:00,1.8417,1.8428,1.8417,1.8424,110329.8,203251.96377
XRPUSDT,1767233400000,2026-01-01 02:10:00,2026-01-01 11:10:00,1.8424,1.8428,1.8415,1.8419,46962.9,86512.61691
XRPUSDT,1767233700000,2026-01-01 02:15:00,2026-01-01 11:15:00,1.8418,1.8423,1.841,1.8411,88935.5,163803.53665
XRPUSDT,1767234000000,2026-01-01 02:20:00,2026-01-01 11:20:00,1.8411,1.8416,1.8399,1.8407,139468.9,256709.4031
XRPUSDT,1767234300000,2026-01-01 02:25:00,2026-01-01 11:25:00,1.8407,1.8409,1.8392,1.8399,133256.4,245203.38411
XRPUSDT,1767234600000,2026-01-01 02:30:00,2026-01-01 11:30:00,1.8398,1.8431,1.8398,1.8415,191114.7,351907.46463
XRPUSDT,1767234900000,2026-01-01 02:35:00,2026-01-01 11:35:00,1.8415,1.8419,1.8403,1.8413,297492.6,547673.45185
XRPUSDT,1767235200000,2026-01-01 02:40:00,2026-01-01 11:40:00,1.8413,1.842,1.8412,1.8418,91490.9,168493.98595
XRPUSDT,1767235500000,2026-01-01 02:45:00,2026-01-01 11:45:00,1.8418,1.8419,1.8406,1.8407,110860.1,204122.79687
XRPUSDT,1767235800000,2026-01-01 02:50:00,2026-01-01 11:50:00,1.8407,1.8412,1.84,1.8402,68703.7,126450.01644
XRPUSDT,1767236100000,2026-01-01 02:55:00,2026-01-01 11:55:00,1.8402,1.8409,1.8399,1.8399,99090.4,182359.8864
XRPUSDT,1767236400000,2026-01-01 03:00:00,2026-01-01 12:00:00,1.8399,1.8406,1.8395,1.8397,132297.2,243416.58125
XRPUSDT,1767236700000,2026-01-01 03:05:00,2026-01-01 12:05:00,1.8397,1.8404,1.839,1.8391,68426.4,125885.77433
XRPUSDT,1767237000000,2026-01-01 03:10:00,2026-01-01 12:10:00,1.839,1.8414,1.839,1.8414,181898.1,334816.66988
XRPUSDT,1767237300000,2026-01-01 03:15:00,2026-01-01 12:15:00,1.8415,1.8419,1.8407,1.8409,128410,236467.86099
