symbol,open_time,datetime_utc,datetime_kst,open,high,low,close,volume,quote_volume,trades,taker_buy_base,taker_buy_quote,sum_oi,sum_oi_value,cvd_delta,oi_delta,net_long_delta,net_short_delta
BTCUSDT,1780272000000,2026-06-01 00:00:00,2026-06-01 09:00:00,73653.2,73849.8,73620,73840.2,430.186,31718221.1754,17231,248.598,18332455.6787,105050.102,7737315532.15886211,67.01,-40.703,-7.198,-74.208
BTCUSDT,1780272300000,2026-06-01 00:05:00,2026-06-01 09:05:00,73840.2,73861.5,73696,73719.9,353.155,26063071.9385,13470,135.7,10014635.6709,105009.399,7754520410.07374763,-81.755,12.127,-28.7505,53.0045
BTCUSDT,1780272600000,2026-06-01 00:10:00,2026-06-01 09:10:00,73720,73781.7,73682.8,73781.6,176.186,12987733.4108,7881,90.022,6636517.3127,105021.526,7742981896.7342186,3.858,-23.671,-21.742,-25.6
BTCUSDT,1780272900000,2026-06-01 00:15:00,2026-06-01 09:15:00,73781.7,73823,73684.3,73698,187.628,13839498.966,8545,80.06,5906125.0324,104997.855,7745324270.85750008,-27.508,13.361,-0.393,27.115
BTCUSDT,1780273200000,2026-06-01 00:20:00,2026-06-01 09:20:00,73698,73800,73683.1,73770,137.445,10136672.3094,7195,87.06,6420230.5547,105011.216,7739421668.808424,36.675,2.129,20.4665,-16.2085
BTCUSDT,1780273500000,2026-06-01 00:25:00,2026-06-01 09:25:00,73770.1,73944.2,73770,73933.1,342.017,25266317.9008,10016,202.633,14969364.547,105013.345,7746844961.98449993,63.249,-28.786,2.8385,-60.4105
BTCUSDT,1780273800000,2026-06-01 00:30:00,2026-06-01 09:30:00,73933.1,74070.5,73800,73891.4,993.243,73459273.7309,23403,404.993,29952365.7345,104984.559,7762132681.25422382,-183.257,4.607,-87.0215,96.2355
BTCUSDT,1780274100000,2026-06-01 00:35:00,2026-06-01 09:35:00,73891.5,73920,73853.2,73875,175.692,12979662.7403,8490,78.119,5771059.6484,104989.166,7757701970.32299995,-19.454,25.606,15.879,35.333
BTCUSDT,1780274400000,2026-06-01 00:40:00,2026-06-01 09:40:00,73875,73943.9,73837.3,73907.9,135.912,10044434.1464,6591,61.414,4538648.5828,105014.772,7757955780.02280045,-13.084,-20.034,-26.576,-13.492
BTCUSDT,1780274700000,2026-06-01 00:45:00,2026-06-01 09:45:00,73908,73993.1,73908,73930.1,406.066,30035600.7157,12472,206.749,15293240.0036,104994.738,7760771712.91261387,7.432,-71.97,-68.254,-75.686
BTCUSDT,1780275000000,2026-06-01 00:50:00,2026-06-01 09:50:00,73930,73978.9,73870,73894.1,247.523,18302195.9842,9599,102.852,7605061.3197,104922.768,7757275991.09759998,-41.819,46.977,26.0675,67.8865
BTCUSDT,1780275300000,2026-06-01 00:55:00,2026-06-01 09:55:00,73894.1,73905.3,73838,73855,185.396,13694438.6016,6597,64.399,4756998.4349,104969.745,7756253989.80817318,-56.598,24.138,-4.161,52.437
BTCUSDT,1780275600000,2026-06-01 01:00:00,2026-06-01 10:00:00,73854.9,73890,73697.9,73710.8,448.79,33108935.17,13657,181.966,13426012.8439,104993.883,7754323228.96500015,-84.858,-21.536,-63.965,20.893
BTCUSDT,1780275900000,2026-06-01 01:05:00,2026-06-01 10:05:00,73710.8,73715.4,73529.6,73568.2,801.673,59012044.0552,17705,383.467,28224543.207,104972.347,7737364736.08419991,-34.739,29.868,12.4985,47.2375
BTCUSDT,1780276200000,2026-06-01 01:10:00,2026-06-01 10:10:00,73568.1,73600.6,73533.5,73533.6,426.379,31370857.7058,10728,202.423,14893197.4447,105002.215,7724813453.34150028,-21.533,-44.84,-55.6065,-34.0735
BTCUSDT,1780276500000,2026-06-01 01:15:00,2026-06-01 10:15:00,73533.5,73600,73533.5,73566.1,274.03,20161344.5098,8611,160.165,11783626.677,104957.375,7718591838.70227718,46.3,3.116,26.266,-20.034
BTCUSDT,1780276800000,2026-06-01 01:20:00,2026-06-01 10:20:00,73566.1,73621.2,73551.5,73568.4,246.479,18137029.2785,8612,93.022,6845443.1796,104960.491,7721523480.90600014,-60.435,-17.687,-47.9045,12.5305
BTCUSDT,1780277100000,2026-06-01 01:25:00,2026-06-01 10:25:00,73568.5,73618.1,73542.8,73562.4,258.767,19042237.5055,8211,162.666,11970559.5723,104942.804,7720484676.07400036,66.565,-45.813,-12.5305,-79.0955
