symbol,open_time,datetime_utc,datetime_kst,open,high,low,close,volume,quote_volume,trades,taker_buy_base,taker_buy_quote,sum_oi,sum_oi_value,cvd_delta,oi_delta,net_long_delta,net_short_delta
BTCUSDT,1772323200000,2026-03-01 00:00:00,2026-03-01 09:00:00,66937,67089.6,66915.6,67000,703.392,47114892.5855,21951,340.417,22803609.6311,77361.251,5179889735.56561279,-22.558,-31.466,-42.745,-20.187
BTCUSDT,1772323500000,2026-03-01 00:05:00,2026-03-01 09:05:00,67000,67011.2,66763.3,66789.3,554.621,37091963.8402,20779,207.223,13860734.6513,77329.785,5181706594.44200706,-140.175,-44.733,-114.8205,25.3545
BTCUSDT,1772323800000,2026-03-01 00:10:00,2026-03-01 09:10:00,66789.4,66883.5,66789.3,66883.4,436.556,29173225.1533,11389,118.211,7900560.4272,77285.052,5161889973.2201376,-200.134,9.379,-90.688,109.446
BTCUSDT,1772324100000,2026-03-01 00:15:00,2026-03-01 09:15:00,66883.5,66900,66807.3,66830.3,246.521,16482455.5835,9174,82.205,5496159.4995,77294.431,5169227391.43010044,-82.111,10.243,-30.8125,51.2985
BTCUSDT,1772324400000,2026-03-01 00:20:00,2026-03-01 09:20:00,66830.3,66998,66830.3,66905.7,285.363,19094280.2872,10695,147.821,9891216.7935,77304.674,5166294554.82219982,10.279,-2.891,2.2485,-8.0305
BTCUSDT,1772324700000,2026-03-01 00:25:00,2026-03-01 09:25:00,66905.6,66922.2,66730,66746.4,456.502,30490998.0017,12792,176.097,11760048.5787,77301.783,5172365196.50432682,-104.308,12.077,-40.077,64.231
BTCUSDT,1772325000000,2026-03-01 00:30:00,2026-03-01 09:30:00,66746.5,66800,66660,66693.1,699.427,46665244.9348,15453,317.44,21179722.1908,77313.86,5160538384.71171856,-64.547,26.738,-5.5355,59.0115
BTCUSDT,1772325300000,2026-03-01 00:35:00,2026-03-01 09:35:00,66693,66787.9,66693,66710.1,256.917,17147745.8714,9901,98.691,6586836.2006,77340.598,5158207627.77447414,-59.535,23.415,-6.3525,53.1825
BTCUSDT,1772325600000,2026-03-01 00:40:00,2026-03-01 09:40:00,66710.2,66737.7,66578.3,66606.6,745.661,49692781.9173,20487,319.826,21312783.2985,77364.013,5161279517.17231178,-106.009,39.328,-13.6765,92.3325
BTCUSDT,1772325900000,2026-03-01 00:45:00,2026-03-01 09:45:00,66606.6,66754.8,66606.5,66672.9,470.677,31383243.399,15543,184.206,12281360.2863,77403.341,5156184937.37590694,-102.265,105.711,54.5785,156.8435
BTCUSDT,1772326200000,2026-03-01 00:50:00,2026-03-01 09:50:00,66672.8,66837.2,66657.8,66818.4,333.847,22283820.6943,13112,206.629,13793394.6803,77509.052,5168216272.2898159,79.411,-27.156,12.5495,-66.8615
BTCUSDT,1772326500000,2026-03-01 00:55:00,2026-03-01 09:55:00,66818.5,66849.1,66736.6,66755.6,264.371,17658013.8876,9946,120.167,8025886.57,77481.896,5177253196.1898613,-24.037,15.6,3.5815,27.6185
BTCUSDT,1772326800000,2026-03-01 01:00:00,2026-03-01 10:00:00,66755.5,66761.6,66564.9,66567,675.65,45030242.8426,20226,246.32,16417849.1106,77497.496,5173994944.65385723,-183.01,-14.126,-105.631,77.379
BTCUSDT,1772327100000,2026-03-01 01:05:00,2026-03-01 10:05:00,66567,66645.4,66400,66426.8,1214.425,80787876.3583,25541,395.768,26335449.0718,77483.37,5158361439.48311806,-422.889,17.927,-193.5175,229.3715
BTCUSDT,1772327400000,2026-03-01 01:10:00,2026-03-01 10:10:00,66426.8,66501.9,65812,66266.1,3932.337,260425562.01640001,53068,1157.902,76729918.19490001,77501.297,5148163155.55959988,-1616.533,-546.556,-1354.8225,261.7105
BTCUSDT,1772327700000,2026-03-01 01:15:00,2026-03-01 10:15:00,66266.2,66280,66017.1,66167.2,1497.502,99034821.14489999,31887,783.666,51831280.2395,76954.741,5100115843.82905293,69.83,25.125,60.04,-9.79
BTCUSDT,1772328000000,2026-03-01 01:20:00,2026-03-01 10:20:00,66167.2,66425.6,66167.2,66383.1,844.781,56003482.0416,24192,447.471,29665344.0629,76979.866,5093542189.59519958,50.161,-11.976,13.1045,-37.0565
BTCUSDT,1772328300000,2026-03-01 01:25:00,2026-03-01 10:25:00,66383.1,66415,66290.7,66309.3,361.176,23962492.1595,13844,177.644,11786224.0299,76967.89,5111647595.73136806,-5.888,32.411,29.467,35.355
BTCUSDT,1772328600000,2026-03-01 01:30:00,2026-03-01 10:30:00,66309.3,66543.5,66250.1,66502,654.245,43457734.651,21390,454.054,30162578.8514,77000.301,5106472184.25237179,253.863,-74.724,52.2075,-201.6555
BTCUSDT,1772328900000,2026-03-01 01:35:00,2026-03-01 10:35:00,66502.1,66742.6,66493.8,66623.5,1221.489,81376916.13429999,32165,755.043,50297858.6349,76925.577,5115640344.42251301,288.597,-87.038,57.2605,-231.3365
BTCUSDT,1772329200000,2026-03-01 01:40:00,2026-03-01 10:40:00,66623.4,66711.1,66585.4,66589.6,417.028,27791242.9106,17291,242.488,16160540.8125,76838.539,5119321557.75160027,67.948,-25.073,8.901,-59.047
BTCUSDT,1772329500000,2026-03-01 01:45:00,2026-03-01 10:45:00,66589.7,67357.1,66578,67338.6,4321.834,289769885.57880002,62435,2687.769,180199981.6313,76813.466,5114817984.79262733,1053.704,518.08,1044.932,-8.772
BTCUSDT,1772329800000,2026-03-01 01:50:00,2026-03-01 10:50:00,67338.5,67686.7,67251.4,67325.7,5909.944,398621263.5323,111390,3412.502,230179401.96939999,77331.546,5197609902.52459049,915.06,383.435,840.965,-74.095
BTCUSDT,1772330100000,2026-03-01 01:55:00,2026-03-01 10:55:00,67325.7,67325.8,67154,67311.6,1181.552,79421069.71879999,38268,572.63,38492061.6869,77714.981,5232215496.31169987,-36.292,-99.587,-117.733,-81.441
BTCUSDT,1772330400000,2026-03-01 02:00:00,2026-03-01 11:00:00,67311.7,68189,67305.2,67991,6942.268,470972202.36140001,138207,4331.007,293733906.22259998,77615.394,5224703531.72819996,1719.746,-146.608,713.265,-1006.481
BTCUSDT,1772330700000,2026-03-01 02:05:00,2026-03-01 11:05:00,67991,68082,67638,67742.3,3320.4,225485032.0072,67948,1082.844,73547709.0103,77468.786,5267249950.83339977,-1154.712,239.118,-338.238,816.474
BTCUSDT,1772331000000,2026-03-01 02:10:00,2026-03-01 11:10:00,67742.2,67960.1,67681.1,67864.2,1403.043,95171243.3873,46625,740.72,50248236.6633,77707.904,5263919436.85736465,78.397,-54.207,-15.0085,-93.4055
BTCUSDT,1772331300000,2026-03-01 02:15:00,2026-03-01 11:15:00,67863.7,68072,67700,67755,1207.28,81892866.8514,43932,618.601,41972068.5657,77653.697,5266859700.26590347,29.922,47.216,62.177,32.255
BTCUSDT,1772331600000,2026-03-01 02:20:00,2026-03-01 11:20:00,67754.9,67772.6,67601.1,67606.3,1156.28,78251493.3118,39060,543.928,36809666.8522,77700.913,5264625360.31499958,-68.424,-45.005,-79.217,-10.793
BTCUSDT,1772331900000,2026-03-01 02:25:00,2026-03-01 11:25:00,67606.3,67785.9,67606.2,67734.5,804.124,54446048.8768,30084,443.939,30058629.4742,77655.908,5250036378.61120033,83.754,43.968,85.845,2.091
BTCUSDT,1772332200000,2026-03-01 02:30:00,2026-03-01 11:30:00,67734.5,67840.1,67626.2,67824,572.613,38782970.5325,22058,266.518,18055444.7187,77699.876,5263085961.51150608,-39.577,-39.012,-58.8005,-19.2235
BTCUSDT,1772332500000,2026-03-01 02:35:00,2026-03-01 11:35:00,67824,67922.2,67760.9,67769.9,532.818,36144530.141,22456,240.861,16340473.2469,77660.864,5267324802.54080009,-51.096,45.945,20.397,71.493
BTCUSDT,1772332800000,2026-03-01 02:40:00,2026-03-01 11:40:00,67769.9,68085,67731.3,68037.4,1183.483,80412603.6789,38255,874.827,59445341.8222,77706.809,5265946300.70882416,566.171,397.581,680.6665,114.4955
BTCUSDT,1772333100000,2026-03-01 02:45:00,2026-03-01 11:45:00,68037.4,68139,67667.2,67726.3,2542.771,172670897.63949999,45614,817.827,55594025.6772,78104.39,5314739512.34862995,-907.117,-375.851,-829.4095,77.7075
BTCUSDT,1772333400000,2026-03-01 02:50:00,2026-03-01 11:50:00,67726.3,67838.2,67671.5,67704.1,814.695,55197389.4942,21196,460.581,31209524.923,77728.539,5264266350.8757,106.467,62.46,115.6935,9.2265
BTCUSDT,1772333700000,2026-03-01 02:55:00,2026-03-01 11:55:00,67704,67745.8,67573,67588.3,826.793,55924308.8049,23331,424.379,28705711.4209,77790.999,5266769575.39589977,21.965,-97.829,-86.8465,-108.8115
BTCUSDT,1772334000000,2026-03-01 03:00:00,2026-03-01 12:00:00,67588.3,67673.1,67578.2,67662,595.264,40254510.0698,17536,308.563,20867836.3373,77693.17,5252123699.51562023,21.862,27.544,38.475,16.613
BTCUSDT,1772334300000,2026-03-01 03:05:00,2026-03-01 12:05:00,67662,67755,67600.3,67738.5,771.35,52194738.7934,14306,549.431,37181118.1474,77720.714,5258233766.02700043,327.512,107.479,271.235,-56.277
BTCUSDT,1772334600000,2026-03-01 03:10:00,2026-03-01 12:10:00,67738.4,67793.4,67658.5,67694.9,445.177,30154983.1058,15408,263.55,17852862.9212,77828.193,5270693936.66768265,81.923,102.195,143.1565,61.2335
BTCUSDT,1772334900000,2026-03-01 03:15:00,2026-03-01 12:15:00,67694.8,67732.2,67615.2,67661.6,281.923,19079352.7968,13289,121.809,8244061.6472,77930.388,5275772917.17927265,-38.305,-1.473,-20.6255,17.6795
BTCUSDT,1772335200000,2026-03-01 03:20:00,2026-03-01 12:20:00,67661.7,67676.5,67370.6,67395.2,1241.125,83753872.3954,30388,455.952,30769317.7051,77928.915,5272795075.16399956,-329.221,-113.318,-277.9285,51.2925
BTCUSDT,1772335500000,2026-03-01 03:25:00,2026-03-01 12:25:00,67395.2,67566.9,67361,67534.6,809.432,54619599.8862,21559,402.492,27161186.4104,77815.597,5245144752.66559982,-4.448,172.355,170.131,174.579
BTCUSDT,1772335800000,2026-03-01 03:30:00,2026-03-01 12:30:00,67534.6,67534.6,67400,67460.1,526.128,35491362.5443,17143,210.939,14229997.7238,77987.952,5266892941.9343996,-104.25,-5.927,-58.052,46.198
BTCUSDT,1772336100000,2026-03-01 03:35:00,2026-03-01 12:35:00,67460,67552.3,67459.6,67492.6,433.888,29287155.146,14190,259.185,17494422.2609,77982.025,5261187674.88172245,84.482,38.712,80.953,-3.529
BTCUSDT,1772336400000,2026-03-01 03:40:00,2026-03-01 12:40:00,67492.6,67625.3,67465.3,67613.8,464.378,31372051.0643,17781,279.931,18912215.8926,78020.737,5266480588.85594749,95.484,18.901,66.643,-28.841
BTCUSDT,1772336700000,2026-03-01 03:45:00,2026-03-01 12:45:00,67613.7,67675.1,67503.7,67624.1,670.052,45296053.9917,19254,299.829,20268418.4061,78039.638,5276641713.18492699,-70.394,49.163,13.966,84.36
BTCUSDT,1772337000000,2026-03-01 03:50:00,2026-03-01 12:50:00,67624.1,67655.3,67470,67482.7,589.723,39851584.9224,20162,290.057,19605368.905,78088.801,5282146221.72113228,-9.609,59.318,54.5135,64.1225
BTCUSDT,1772337300000,2026-03-01 03:55:00,2026-03-01 12:55:00,67482.7,67534.1,67351,67474.7,739.038,49837901.3042,17394,233.601,15757270.3791,78148.119,5273263144.25819969,-271.836,127.969,-7.949,263.887
BTCUSDT,1772337600000,2026-03-01 04:00:00,2026-03-01 13:00:00,67474.8,67582.2,67474.7,67492.1,441.99,29851191.836,14660,208.768,14098579.0633,78276.088,5281663382.58240032,-24.454,-18.021,-30.248,-5.794
BTCUSDT,1772337900000,2026-03-01 04:05:00,2026-03-01 13:05:00,67492.2,67492.2,67339,67339,580.771,39142046.324,14804,157.026,10582563.7443,78258.067,5282205002.96112156,-266.719,25.513,-107.8465,158.8725
BTCUSDT,1772338200000,2026-03-01 04:10:00,2026-03-01 13:10:00,67339,67400,67232.9,67257.2,923.45,62166759.575,20389,312.119,21013868.8378,78283.58,5271853061.77144814,-299.212,34.452,-115.154,184.058
BTCUSDT,1772338500000,2026-03-01 04:15:00,2026-03-01 13:15:00,67257.1,67318.2,67017.4,67148.7,1807.126,121336412.4664,39024,740.628,49717160.4341,78318.032,5267937113.62880039,-325.87,-251.491,-414.426,-88.556
