symbol,funding_time,datetime_utc,datetime_kst,funding_rate,mark_price
BTCUSDT,1759276800000,2025-10-01 00:00:00,2025-10-01 09:00:00,0.00003355,
BTCUSDT,1759305600000,2025-10-01 08:00:00,2025-10-01 17:00:00,0.00003457,
BTCUSDT,1759334400000,2025-10-01 16:00:00,2025-10-02 01:00:00,0.0001,
BTCUSDT,1759363200000,2025-10-02 00:00:00,2025-10-02 09:00:00,0.00007784,
BTCUSDT,1759392000013,2025-10-02 08:00:00,2025-10-02 17:00:00,0.0001,
BTCUSDT,1759420800000,2025-10-02 16:00:00,2025-10-03 01:00:00,0.00009543,
BTCUSDT,1759449600006,2025-10-03 00:00:00,2025-10-03 09:00:00,0.00009926,
BTCUSDT,1759478400006,2025-10-03 08:00:00,2025-10-03 17:00:00,0.0001,
BTCUSDT,1759507200000,2025-10-03 16:00:00,2025-10-04 01:00:00,0.0001,
BTCUSDT,1759536000001,2025-10-04 00:00:00,2025-10-04 09:00:00,0.0001,
BTCUSDT,1759564800000,2025-10-04 08:00:00,2025-10-04 17:00:00,0.0001,
BTCUSDT,1759593600000,2025-10-04 16:00:00,2025-10-05 01:00:00,0.00008312,
BTCUSDT,1759622400000,2025-10-05 00:00:00,2025-10-05 09:00:00,0.00008648,
BTCUSDT,1759651200003,2025-10-05 08:00:00,2025-10-05 17:00:00,0.0001,
BTCUSDT,1759680000009,2025-10-05 16:00:00,2025-10-06 01:00:00,0.00009566,
BTCUSDT,1759708800004,2025-10-06 00:00:00,2025-10-06 09:00:00,0.00007672,
BTCUSDT,1759737600002,2025-10-06 08:00:00,2025-10-06 17:00:00,0.00009708,
BTCUSDT,1759766400004,2025-10-06 16:00:00,2025-10-07 01:00:00,0.00005831,
BTCUSDT,1759795200000,2025-10-07 00:00:00,2025-10-07 09:00:00,0.0001,
BTCUSDT,1759824000003,2025-10-07 08:00:00,2025-10-07 17:00:00,0.00008608,
BTCUSDT,1759852800000,2025-10-07 16:00:00,2025-10-08 01:00:00,0.00006194,
BTCUSDT,1759881600000,2025-10-08 00:00:00,2025-10-08 09:00:00,0.00002542,
BTCUSDT,1759910400006,2025-10-08 08:00:00,2025-10-08 17:00:00,0.0001,
BTCUSDT,1759939200002,2025-10-08 16:00:00,2025-10-09 01:00:00,0.00005396,
BTCUSDT,1759968000001,2025-10-09 00:00:00,2025-10-09 09:00:00,0.00001344,
BTCUSDT,1759996800000,2025-10-09 08:00:00,2025-10-09 17:00:00,0.0000535,
BTCUSDT,1760025600000,2025-10-09 16:00:00,2025-10-10 01:00:00,0.00001455,
BTCUSDT,1760054400005,2025-10-10 00:00:00,2025-10-10 09:00:00,0.00000785,
BTCUSDT,1760083200002,2025-10-10 08:00:00,2025-10-10 17:00:00,0.00003879,
BTCUSDT,1760112000014,2025-10-10 16:00:00,2025-10-11 01:00:00,0.00001013,
BTCUSDT,1760140800000,2025-10-11 00:00:00,2025-10-11 09:00:00,0.0001,
BTCUSDT,1760169600003,2025-10-11 08:00:00,2025-10-11 17:00:00,0.0001,
BTCUSDT,1760198400000,2025-10-11 16:00:00,2025-10-12 01:00:00,0.00000467,
BTCUSDT,1760227200004,2025-10-12 00:00:00,2025-10-12 09:00:00,-0.00003055,
BTCUSDT,1760256000002,2025-10-12 08:00:00,2025-10-12 17:00:00,0.00002865,
BTCUSDT,1760284800000,2025-10-12 16:00:00,2025-10-13 01:00:00,-0.00010915,
BTCUSDT,1760313600003,2025-10-13 00:00:00,2025-10-13 09:00:00,-0.00003942,
BTCUSDT,1760342400002,2025-10-13 08:00:00,2025-10-13 17:00:00,0.00002519,
BTCUSDT,1760371200003,2025-10-13 16:00:00,2025-10-14 01:00:00,-0.00002305,
BTCUSDT,1760400000000,2025-10-14 00:00:00,2025-10-14 09:00:00,-0.00004041,
BTCUSDT,1760428800000,2025-10-14 08:00:00,2025-10-14 17:00:00,0.00000712,
BTCUSDT,1760457600000,2025-10-14 16:00:00,2025-10-15 01:00:00,-0.00004498,
BTCUSDT,1760486400006,2025-10-15 00:00:00,2025-10-15 09:00:00,-0.00005425,
BTCUSDT,1760515200002,2025-10-15 08:00:00,2025-10-15 17:00:00,0.00003973,
BTCUSDT,1760544000000,2025-10-15 16:00:00,2025-10-16 01:00:00,0.00000225,
BTCUSDT,1760572800000,2025-10-16 00:00:00,2025-10-16 09:00:00,-0.00002741,
BTCUSDT,1760601600003,2025-10-16 08:00:00,2025-10-16 17:00:00,-0.0000223,
BTCUSDT,1760630400002,2025-10-16 16:00:00,2025-10-17 01:00:00,-0.00003004,
BTCUSDT,1760659200001,2025-10-17 00:00:00,2025-10-17 09:00:00,-0.00000285,
BTCUSDT,1760688000005,2025-10-17 08:00:00,2025-10-17 17:00:00,-0.00000634,
BTCUSDT,1760716800003,2025-10-17 16:00:00,2025-10-18 01:00:00,-0.00000291,
BTCUSDT,1760745600000,2025-10-18 00:00:00,2025-10-18 09:00:00,-0.00004819,
BTCUSDT,1760774400002,2025-10-18 08:00:00,2025-10-18 17:00:00,-0.00006376,
BTCUSDT,1760803200001,2025-10-18 16:00:00,2025-10-19 01:00:00,-0.00003681,
BTCUSDT,1760832000001,2025-10-19 00:00:00,2025-10-19 09:00:00,-0.00001411,
BTCUSDT,1760860800001,2025-10-19 08:00:00,2025-10-19 17:00:00,0.00001512,
BTCUSDT,1760889600001,2025-10-19 16:00:00,2025-10-20 01:00:00,0.00002787,
BTCUSDT,1760918400004,2025-10-20 00:00:00,2025-10-20 09:00:00,-0.00002197,
BTCUSDT,1760947200001,2025-10-20 08:00:00,2025-10-20 17:00:00,-0.00000665,
BTCUSDT,1760976000000,2025-10-20 16:00:00,2025-10-21 01:00:00,-0.00000018,
BTCUSDT,1761004800009,2025-10-21 00:00:00,2025-10-21 09:00:00,-0.00005567,
BTCUSDT,1761033600000,2025-10-21 08:00:00,2025-10-21 17:00:00,0.00002222,
BTCUSDT,1761062400000,2025-10-21 16:00:00,2025-10-22 01:00:00,-0.00002506,
BTCUSDT,1761091200004,2025-10-22 00:00:00,2025-10-22 09:00:00,-0.00004212,
BTCUSDT,1761120000000,2025-10-22 08:00:00,2025-10-22 17:00:00,0.00002445,
BTCUSDT,1761148800000,2025-10-22 16:00:00,2025-10-23 01:00:00,0.00005702,
BTCUSDT,1761177600000,2025-10-23 00:00:00,2025-10-23 09:00:00,0.00008911,
BTCUSDT,1761206400001,2025-10-23 08:00:00,2025-10-23 17:00:00,0.00002673,
BTCUSDT,1761235200004,2025-10-23 16:00:00,2025-10-24 01:00:00,0.00003933,
BTCUSDT,1761264000000,2025-10-24 00:00:00,2025-10-24 09:00:00,0.00003391,
BTCUSDT,1761292800000,2025-10-24 08:00:00,2025-10-24 17:00:00,0.00001783,
BTCUSDT,1761321600009,2025-10-24 16:00:00,2025-10-25 01:00:00,0.00003224,
BTCUSDT,1761350400000,2025-10-25 00:00:00,2025-10-25 09:00:00,0.0000502,
BTCUSDT,1761379200001,2025-10-25 08:00:00,2025-10-25 17:00:00,0.00001484,
BTCUSDT,1761408000001,2025-10-25 16:00:00,2025-10-26 01:00:00,0.0000557,
BTCUSDT,1761436800001,2025-10-26 00:00:00,2025-10-26 09:00:00,0.00001903,
BTCUSDT,1761465600001,2025-10-26 08:00:00,2025-10-26 17:00:00,0.00000535,
BTCUSDT,1761494400000,2025-10-26 16:00:00,2025-10-27 01:00:00,0.00006904,
BTCUSDT,1761523200000,2025-10-27 00:00:00,2025-10-27 09:00:00,0.0001,
BTCUSDT,1761552000005,2025-10-27 08:00:00,2025-10-27 17:00:00,0.0001,
BTCUSDT,1761580800000,2025-10-27 16:00:00,2025-10-28 01:00:00,0.00007304,
BTCUSDT,1761609600000,2025-10-28 00:00:00,2025-10-28 09:00:00,0.00006059,
BTCUSDT,1761638400000,2025-10-28 08:00:00,2025-10-28 17:00:00,0.00007806,
BTCUSDT,1761667200004,2025-10-28 16:00:00,2025-10-29 01:00:00,0.00002992,
BTCUSDT,1761696000004,2025-10-29 00:00:00,2025-10-29 09:00:00,-0.00000032,
BTCUSDT,1761724800005,2025-10-29 08:00:00,2025-10-29 17:00:00,0.00003588,
BTCUSDT,1761753600000,2025-10-29 16:00:00,2025-10-30 01:00:00,0.00005003,
BTCUSDT,1761782400004,2025-10-30 00:00:00,2025-10-30 09:00:00,0.00001097,
BTCUSDT,1761811200008,2025-10-30 08:00:00,2025-10-30 17:00:00,0.00003449,
BTCUSDT,1761840000001,2025-10-30 16:00:00,2025-10-31 01:00:00,0.00003562,
BTCUSDT,1761868800000,2025-10-31 00:00:00,2025-10-31 09:00:00,0.00000213,
BTCUSDT,1761897600008,2025-10-31 08:00:00,2025-10-31 17:00:00,0.0001,
BTCUSDT,1761926400007,2025-10-31 16:00:00,2025-11-01 01:00:00,0.0001,
