symbol,open_time,datetime_utc,datetime_kst,open,high,low,close,volume,quote_volume,trades,taker_buy_base,taker_buy_quote,sum_oi,sum_oi_value,cvd_delta,oi_delta,net_long_delta,net_short_delta
BTCUSDT,1764547200000,2025-12-01 00:00:00,2025-12-01 09:00:00,90320.5,90396.9,89228,89771.4,5804.585,521109196.4404,81147,2043.971,183491141.21790001,90584.642,8182255546.73844051,-1716.643,-752.467,-1610.7885,105.8545
BTCUSDT,1764547500000,2025-12-01 00:05:00,2025-12-01 09:05:00,89771.3,89783.6,88900,89101,5855.894,522884723.2561,115396,2413.271,215546726.5616,89832.175,8064963864.47508144,-1029.352,-478.806,-993.482,35.87
BTCUSDT,1764547800000,2025-12-01 00:10:00,2025-12-01 09:10:00,89100.9,89268.8,88807.2,88887.7,3430.374,305321868.92479998,77883,1522.208,135520297.24270001,89353.369,7961197535.82509995,-385.958,-309.289,-502.268,-116.31
BTCUSDT,1764548100000,2025-12-01 00:15:00,2025-12-01 09:15:00,88887.8,89056.2,88591,88673.4,3501.078,310833307.63260001,74174,1468.706,130426912.81810001,89044.08,7915796101.80000019,-563.666,-238.458,-520.291,43.375
BTCUSDT,1764548400000,2025-12-01 00:20:00,2025-12-01 09:20:00,88673.5,88818.5,88374,88503.7,3226.298,285571330.8459,80373,1525.963,135085328.13530001,88805.622,7876214359.02753067,-174.372,-65.763,-152.949,21.423
BTCUSDT,1764548700000,2025-12-01 00:25:00,2025-12-01 09:25:00,88503.8,88656.6,88312.5,88338.3,1749.847,154768919.23300001,44261,786.716,69595096.8378,88739.859,7855800122.69067478,-176.415,-62.063,-150.2705,26.1445
BTCUSDT,1764549000000,2025-12-01 00:30:00,2025-12-01 09:30:00,88338.3,88408.8,87750,87923.2,5258.603,463012138.40820003,107303,1990.967,175280325.4894,88677.796,7834572864.39053154,-1276.669,268.31,-370.0245,906.6445
BTCUSDT,1764549300000,2025-12-01 00:35:00,2025-12-01 09:35:00,87923.2,88062,87575.8,87829.7,3111.504,273278132.7137,84005,1664.132,146200621.90439999,88946.106,7819121432.57799435,216.76,131.016,239.396,22.636
BTCUSDT,1764549600000,2025-12-01 00:40:00,2025-12-01 09:40:00,87829.7,88164.8,87655,87712.4,2577.86,226680444.14829999,57481,1384.366,121753035.7942,89077.122,7824489857.91899967,190.872,8.034,103.47,-87.402
BTCUSDT,1764549900000,2025-12-01 00:45:00,2025-12-01 09:45:00,87712.4,87747.9,87388,87405.3,2944.876,257719480.84470001,62944,1217.681,106581555.37199999,89085.156,7813133430.33959961,-509.514,-27.24,-281.997,227.517
BTCUSDT,1764550200000,2025-12-01 00:50:00,2025-12-01 09:50:00,87405.3,87460.4,87114.7,87115.3,2761.172,240968461.52200001,64702,1170.387,102156803.99959999,89057.916,7785977364.2159996,-420.398,-95.855,-306.054,114.344
BTCUSDT,1764550500000,2025-12-01 00:55:00,2025-12-01 09:55:00,87115.3,87285.1,86939.6,86970.7,3041.781,264818302.56619999,67969,1572.314,136899658.9066,88962.061,7750770622.59817886,102.847,279.534,330.9575,228.1105
BTCUSDT,1764550800000,2025-12-01 01:00:00,2025-12-01 10:00:00,86970.6,87559.9,86900,87397.1,3949.391,344696948.49110001,76978,2426.186,211795432.16069999,89241.595,7761441768.44220161,902.981,207.93,659.4205,-243.5605
BTCUSDT,1764551100000,2025-12-01 01:05:00,2025-12-01 10:05:00,87397.1,87669.3,87226.3,87352.8,1987.153,173735926.89129999,48738,1047.466,91576500.771,89449.525,7817834815.28499985,107.779,-160.113,-106.2235,-214.0025
BTCUSDT,1764551400000,2025-12-01 01:10:00,2025-12-01 10:10:00,87352.4,87527.3,87149.4,87372.5,1183.492,103359552.1953,34569,646.704,56481885.7009,89289.412,7802528480.79640007,109.916,64.635,119.593,9.677
BTCUSDT,1764551700000,2025-12-01 01:15:00,2025-12-01 10:15:00,87372.5,87713.9,87355,87494.8,1531.596,134126602.63259999,39280,823.887,72151691.0007,89354.047,7807196235.83182812,116.178,-14.19,43.899,-72.279
BTCUSDT,1764552000000,2025-12-01 01:20:00,2025-12-01 10:20:00,87494.8,87522.4,87300,87300,899.868,78665113.63689999,26669,456.562,39915683.9041,89339.857,7818086216.14150047,13.256,-60.136,-53.508,-66.764
BTCUSDT,1764552300000,2025-12-01 01:25:00,2025-12-01 10:25:00,87300,87375.1,87200.1,87227.8,971.807,84820954.5834,27571,502.07,43823360.9646,89279.721,7794791286.87731838,32.333,47.245,63.4115,31.0785
BTCUSDT,1764552600000,2025-12-01 01:30:00,2025-12-01 10:30:00,87227.8,87429.3,87131.2,87330.4,839.588,73271971.9821,30036,470.726,41086805.5751,89326.966,7792405949.1503191,101.864,68.143,119.075,17.211
BTCUSDT,1764552900000,2025-12-01 01:35:00,2025-12-01 10:35:00,87330.3,87572.4,87315.1,87390.7,537.007,46972844.1959,22226,314.66,27522688.8409,89395.109,7806222284.67430019,92.313,-27.552,18.6045,-73.7085
BTCUSDT,1764553200000,2025-12-01 01:40:00,2025-12-01 10:40:00,87390.7,87516.1,87280.3,87392.6,465.27,40673681.1239,17152,238.382,20839005.9829,89367.557,7813507493.73027802,11.494,49.578,55.325,43.831
