symbol,open_time,datetime_utc,datetime_kst,open,high,low,close,volume,quote_volume,trades,taker_buy_base,taker_buy_quote,sum_oi,sum_oi_value,cvd_delta,oi_delta,net_long_delta,net_short_delta
BTCUSDT,1759276800000,2025-10-01 00:00:00,2025-10-01 09:00:00,113988.7,114166.8,113988.7,114166.8,713.415,81399231.4025,11532,455.092,51921822.3639,88526.435,10091013241.28450012,196.769,-106.462,-8.0775,-204.8465
BTCUSDT,1759277100000,2025-10-01 00:05:00,2025-10-01 09:05:00,114166.8,114246,114126.3,114187.9,677.59,77370062.6329,9349,333.165,38042042.8565,88419.973,10092485610.14979935,-11.26,-43.586,-49.216,-37.956
BTCUSDT,1759277400000,2025-10-01 00:10:00,2025-10-01 09:10:00,114187.9,114187.9,114077.4,114098.1,240.595,27459199.5594,5166,71.558,8167375.4699,88376.387,10091505203.47859955,-97.479,44.259,-4.4805,92.9985
BTCUSDT,1759277700000,2025-10-01 00:15:00,2025-10-01 09:15:00,114098,114123.1,114041.4,114097,244.706,27916188.1892,6084,121.584,13870083.145,88420.646,10087991080.72139931,-1.538,-1.96,-2.729,-1.191
BTCUSDT,1759278000000,2025-10-01 00:20:00,2025-10-01 09:20:00,114097.1,114122.8,113899.7,113931.1,453.366,51680783.2958,9899,95.379,10872041.8303,88418.686,10088315658.41060066,-262.608,139.324,8.02,270.628
BTCUSDT,1759278300000,2025-10-01 00:25:00,2025-10-01 09:25:00,113931.1,113989.2,113899.4,113960.6,281.261,32049450.2804,7265,146.051,16641823.4967,88558.01,10088625913.01099968,10.841,19.07,24.4905,13.6495
BTCUSDT,1759278600000,2025-10-01 00:30:00,2025-10-01 09:30:00,113960.7,114172.1,113923.7,114160.3,243.273,27748333.6724,7952,136.945,15620144.1317,88577.08,10094297183.04800034,30.617,-6.863,8.4455,-22.1715
BTCUSDT,1759278900000,2025-10-01 00:35:00,2025-10-01 09:35:00,114160.4,114178.1,114019,114043.6,201.597,22998205.0862,7263,101.062,11528974.9021,88570.217,10111845726.22680855,0.527,32.279,32.5425,32.0155
BTCUSDT,1759279200000,2025-10-01 00:40:00,2025-10-01 09:40:00,114043.6,114043.6,113906.4,113913.2,148.654,16940388.3407,4565,35.727,4071597.856,88602.496,10104538752.57600021,-77.2,40.764,2.164,79.364
BTCUSDT,1759279500000,2025-10-01 00:45:00,2025-10-01 09:45:00,113913.2,113995,113913.2,113975.5,162.617,18531566.6906,5559,75.33,8584017.4942,88643.26,10097646269.3579998,-11.957,12.606,6.6275,18.5845
