symbol,open_time,datetime_utc,datetime_kst,open,high,low,close,volume,quote_volume
SOLUSDT,1759276800000,2025-10-01 00:00:00,2025-10-01 09:00:00,208.68,209.35,208.65,209.33,17279.363,3612626.60526
SOLUSDT,1759277100000,2025-10-01 00:05:00,2025-10-01 09:05:00,209.33,209.42,208.93,209,5514.216,1153327.27283
SOLUSDT,1759277400000,2025-10-01 00:10:00,2025-10-01 09:10:00,209.01,209.04,208.53,208.54,6853.043,1430613.65149
SOLUSDT,1759277700000,2025-10-01 00:15:00,2025-10-01 09:15:00,208.54,208.55,208,208.17,4988.569,1038653.56756
SOLUSDT,1759278000000,2025-10-01 00:20:00,2025-10-01 09:20:00,208.18,208.22,207.68,207.78,19336.229,4019342.47693
SOLUSDT,1759278300000,2025-10-01 00:25:00,2025-10-01 09:25:00,207.78,208.04,207.54,207.59,7525.672,1564237.54978
SOLUSDT,1759278600000,2025-10-01 00:30:00,2025-10-01 09:30:00,207.6,207.83,207.32,207.79,10153.342,2107463.90124
SOLUSDT,1759278900000,2025-10-01 00:35:00,2025-10-01 09:35:00,207.79,207.84,206.85,206.97,11455.565,2372763.22747
SOLUSDT,1759279200000,2025-10-01 00:40:00,2025-10-01 09:40:00,206.96,206.97,206.43,206.63,11955.007,2470077.4254
SOLUSDT,1759279500000,2025-10-01 00:45:00,2025-10-01 09:45:00,206.63,206.86,206.44,206.65,7769.035,1605617.81869
SOLUSDT,1759279800000,2025-10-01 00:50:00,2025-10-01 09:50:00,206.65,207.54,206.64,207.42,11375.062,2354830.78278
SOLUSDT,1759280100000,2025-10-01 00:55:00,2025-10-01 09:55:00,207.41,207.62,207.4,207.54,5577.181,1157171.32965
SOLUSDT,1759280400000,2025-10-01 01:00:00,2025-10-01 10:00:00,207.53,207.63,207.13,207.56,12206.754,2531865.68538
SOLUSDT,1759280700000,2025-10-01 01:05:00,2025-10-01 10:05:00,207.56,207.91,207.55,207.9,5906.325,1227065.63066
SOLUSDT,1759281000000,2025-10-01 01:10:00,2025-10-01 10:10:00,207.9,208.24,207.81,208.02,8582.707,1785601.98775
SOLUSDT,1759281300000,2025-10-01 01:15:00,2025-10-01 10:15:00,208.02,208.3,207.55,207.64,10585.64,2201765.32195
SOLUSDT,1759281600000,2025-10-01 01:20:00,2025-10-01 10:20:00,207.65,208.57,207.37,208.44,21825.625,4538825.42767
SOLUSDT,1759281900000,2025-10-01 01:25:00,2025-10-01 10:25:00,208.44,209.08,208.36,208.99,20283.815,4235680.52597
SOLUSDT,1759282200000,2025-10-01 01:30:00,2025-10-01 10:30:00,208.98,209.19,208.39,208.47,11134.345,2323831.14558
SOLUSDT,1759282500000,2025-10-01 01:35:00,2025-10-01 10:35:00,208.47,209.28,208.4,209.26,12715.835,2657182.03109
SOLUSDT,1759282800000,2025-10-01 01:40:00,2025-10-01 10:40:00,209.27,210.01,209.25,209.85,19721.124,4135929.80827
SOLUSDT,1759283100000,2025-10-01 01:45:00,2025-10-01 10:45:00,209.85,210.69,209.82,210.39,14491.537,3046533.33039
SOLUSDT,1759283400000,2025-10-01 01:50:00,2025-10-01 10:50:00,210.39,210.39,209.7,210.29,14690.173,3086071.31101
SOLUSDT,1759283700000,2025-10-01 01:55:00,2025-10-01 10:55:00,210.3,210.73,210.12,210.59,15124.75,3182696.3436
SOLUSDT,1759284000000,2025-10-01 02:00:00,2025-10-01 11:00:00,210.58,210.76,210.16,210.55,14481.534,3048336.4001
SOLUSDT,1759284300000,2025-10-01 02:05:00,2025-10-01 11:05:00,210.55,210.86,210.55,210.81,13999.124,2950263.14779
SOLUSDT,1759284600000,2025-10-01 02:10:00,2025-10-01 11:10:00,210.8,210.9,210.33,210.35,14501.373,3052085.1807
SOLUSDT,1759284900000,2025-10-01 02:15:00,2025-10-01 11:15:00,210.34,210.5,210.12,210.42,20337.928,4278007.40523
