symbol,open_time,datetime_utc,datetime_kst,open,high,low,close,volume,quote_volume,trades,taker_buy_base,taker_buy_quote,sum_oi,sum_oi_value,cvd_delta,oi_delta,net_long_delta,net_short_delta,top_acc_ls_ratio,top_pos_ls_ratio,global_acc_ls_ratio,taker_ls_vol_ratio
SOLUSDT,1764547200000,2025-12-01 00:00:00,2025-12-01 09:00:00,133.37,133.66,132.35,133.16,399027.72,53108995.5134,41658,161521.21,21505198.125,7443043.69,991126182.18060255,-75985.3,-42159.35,-80152,-4166.7,4.38195558,1.901695,3.89432717,0.677232
SOLUSDT,1764547500000,2025-12-01 00:05:00,2025-12-01 09:05:00,133.16,133.19,130.56,131.42,988795.24,130215663.56547999,90530,459747.59,60546652.569,7400884.34,972254175.74580002,-69300.06,-24463.2,-59113.23,10186.83,4.37714418,1.921638,3.84753363,0.86617
SOLUSDT,1764547800000,2025-12-01 00:10:00,2025-12-01 09:10:00,131.41,131.92,130.52,130.79,512845.65,67250290.4883,58882,240289.64,31520437.1421,7376421.14,965130941.9576,-32266.37,12318,-3815.185,28451.185,4.4385083,1.924483,3.87915293,0.88548
SOLUSDT,1764548100000,2025-12-01 00:15:00,2025-12-01 09:15:00,130.79,131.32,130.3,130.38,390869.85,51100564.5872,44980,181970.6,23791741.726,7388739.14,963491583.85599995,-26928.65,-45692.04,-59156.365,-32227.715,4.45735346,1.93232,3.90193221,0.874925
SOLUSDT,1764548400000,2025-12-01 00:20:00,2025-12-01 09:20:00,130.38,130.74,129.3,130.14,539774.98,70138907.0579,53972,211032.72,27434716.3329,7343047.1,956318679.95507812,-117709.54,-11042.73,-69897.5,47812.04,4.52716681,1.929227,3.9412824,0.638106
SOLUSDT,1764548700000,2025-12-01 00:25:00,2025-12-01 09:25:00,130.14,130.65,129.75,129.86,228754.75,29780938.4583,25924,94105.14,12250582.5921,7332004.37,952618935.56033778,-40544.47,-11227.69,-31499.925,9044.545,4.54205274,1.916913,3.96186495,0.699256
SOLUSDT,1764549000000,2025-12-01 00:30:00,2025-12-01 09:30:00,129.87,130.21,128.63,129.34,508188.07,65666452.3632,54641,216557.37,27986928.2198,7320776.68,946576424.72399998,-75073.33,4825.69,-32710.975,42362.355,4.49379946,1.912079,3.9192288,0.741492
SOLUSDT,1764549300000,2025-12-01 00:35:00,2025-12-01 09:35:00,129.34,129.57,128.5,128.97,349437.95,45091741.0567,42620,163129.79,21054893.0062,7325602.37,945222473.80110002,-23178.37,-1500.26,-13089.445,10088.925,4.51327329,1.902434,3.93353028,0.872494
SOLUSDT,1764549600000,2025-12-01 00:40:00,2025-12-01 09:40:00,128.97,129.62,128.58,128.61,205155.14,26491589.0376,28904,103297.63,13341422.0666,7324102.11,941921719.34600997,1440.12,24461.25,25181.31,23741.19,4.54724831,1.89644,3.95677307,1.00403
SOLUSDT,1764549900000,2025-12-01 00:45:00,2025-12-01 09:45:00,128.6,128.81,128.07,128.54,239276.86,30746999.7011,31750,115618.19,14859482.5403,7348563.36,944951762.46239996,-8040.48,-16615.66,-20635.9,-12595.42,4.54870207,1.899503,3.94140675,0.927861
SOLUSDT,1764550200000,2025-12-01 00:50:00,2025-12-01 09:50:00,128.54,128.64,127.61,127.76,286950.91,36740545.4665,32238,113577.77,14544605.3964,7331947.7,936802957.62899995,-59795.37,-7080.85,-36978.535,22816.835,4.49437537,1.907705,3.89360476,0.654499
SOLUSDT,1764550500000,2025-12-01 00:55:00,2025-12-01 09:55:00,127.75,128.29,127.4,127.49,249841.19,31919783.3164,28420,108487.48,13863418.4034,7324866.85,933781079.81152785,-32866.23,18957.52,2524.405,35390.635,4.5164587,1.908345,3.91082762,0.770229
SOLUSDT,1764550800000,2025-12-01 01:00:00,2025-12-01 10:00:00,127.48,128.65,127.37,128.37,281970.93,36115893.5695,34979,156276.66,20021127.9351,7343824.37,942506419.64579999,30582.39,21884.07,37175.265,6592.875,4.56927102,1.899007,3.98174547,1.240516
