symbol,funding_time,datetime_utc,datetime_kst,funding_rate,mark_price
SOLUSDT,1756684800000,2025-09-01 00:00:00,2025-09-01 09:00:00,0.00009019,
SOLUSDT,1756713600000,2025-09-01 08:00:00,2025-09-01 17:00:00,0.00000792,
SOLUSDT,1756742400001,2025-09-01 16:00:00,2025-09-02 01:00:00,0.00002302,
SOLUSDT,1756771200000,2025-09-02 00:00:00,2025-09-02 09:00:00,0.00004576,
SOLUSDT,1756800000005,2025-09-02 08:00:00,2025-09-02 17:00:00,0.0001,
SOLUSDT,1756828800007,2025-09-02 16:00:00,2025-09-03 01:00:00,0.00009872,
SOLUSDT,1756857600006,2025-09-03 00:00:00,2025-09-03 09:00:00,0.0001,
SOLUSDT,1756886400002,2025-09-03 08:00:00,2025-09-03 17:00:00,0.00008685,
SOLUSDT,1756915200002,2025-09-03 16:00:00,2025-09-04 01:00:00,0.00000761,
SOLUSDT,1756944000002,2025-09-04 00:00:00,2025-09-04 09:00:00,0.00003074,
SOLUSDT,1756972800000,2025-09-04 08:00:00,2025-09-04 17:00:00,0.00006703,
SOLUSDT,1757001600000,2025-09-04 16:00:00,2025-09-05 01:00:00,0.00006691,
SOLUSDT,1757030400001,2025-09-05 00:00:00,2025-09-05 09:00:00,-0.00000457,
SOLUSDT,1757059200006,2025-09-05 08:00:00,2025-09-05 17:00:00,0.00001493,
SOLUSDT,1757088000000,2025-09-05 16:00:00,2025-09-06 01:00:00,0.00001122,
SOLUSDT,1757116800000,2025-09-06 00:00:00,2025-09-06 09:00:00,0.000089,
SOLUSDT,1757145600005,2025-09-06 08:00:00,2025-09-06 17:00:00,0.0001,
SOLUSDT,1757174400000,2025-09-06 16:00:00,2025-09-07 01:00:00,0.00001754,
SOLUSDT,1757203200000,2025-09-07 00:00:00,2025-09-07 09:00:00,0.00000006,
SOLUSDT,1757232000000,2025-09-07 08:00:00,2025-09-07 17:00:00,0.00006542,
SOLUSDT,1757260800000,2025-09-07 16:00:00,2025-09-08 01:00:00,0.00003077,
SOLUSDT,1757289600007,2025-09-08 00:00:00,2025-09-08 09:00:00,0.0001,
SOLUSDT,1757318400000,2025-09-08 08:00:00,2025-09-08 17:00:00,0.0001,
SOLUSDT,1757347200000,2025-09-08 16:00:00,2025-09-09 01:00:00,0.0001,
SOLUSDT,1757376000000,2025-09-09 00:00:00,2025-09-09 09:00:00,0.00008916,
SOLUSDT,1757404800000,2025-09-09 08:00:00,2025-09-09 17:00:00,0.0001,
SOLUSDT,1757433600000,2025-09-09 16:00:00,2025-09-10 01:00:00,0.0001,
SOLUSDT,1757462400000,2025-09-10 00:00:00,2025-09-10 09:00:00,0.00003617,
SOLUSDT,1757491200002,2025-09-10 08:00:00,2025-09-10 17:00:00,0.0001,
SOLUSDT,1757520000000,2025-09-10 16:00:00,2025-09-11 01:00:00,0.0001,
SOLUSDT,1757548800000,2025-09-11 00:00:00,2025-09-11 09:00:00,0.00004953,
SOLUSDT,1757577600000,2025-09-11 08:00:00,2025-09-11 17:00:00,-0.0000199,
SOLUSDT,1757606400001,2025-09-11 16:00:00,2025-09-12 01:00:00,0.00009486,
SOLUSDT,1757635200002,2025-09-12 00:00:00,2025-09-12 09:00:00,0.00000236,
SOLUSDT,1757664000001,2025-09-12 08:00:00,2025-09-12 17:00:00,0.00000469,
SOLUSDT,1757692800005,2025-09-12 16:00:00,2025-09-13 01:00:00,0.00000719,
SOLUSDT,1757721600005,2025-09-13 00:00:00,2025-09-13 09:00:00,0.00001709,
