symbol,open_time,datetime_utc,datetime_kst,open,high,low,close,volume,quote_volume,trades,taker_buy_base,taker_buy_quote,sum_oi,sum_oi_value,cvd_delta,oi_delta,net_long_delta,net_short_delta,top_acc_ls_ratio,top_pos_ls_ratio,global_acc_ls_ratio,taker_ls_vol_ratio
SOLUSDT,1756684800000,2025-09-01 00:00:00,2025-09-01 09:00:00,200.57,200.57,199.57,199.6,356279.09,71281107.48029999,24554,105633.27,21144840.4223,11340499.65,2264262167.35817909,-145012.55,10759.5,-61746.775,83265.775,2.49209776,2.599723,2.18224788,0.422351
SOLUSDT,1756685100000,2025-09-01 00:05:00,2025-09-01 09:05:00,199.59,200.81,199.1,200.31,285421.35,57050979.1258,28105,167560.75,33503883.5865,11351259.15,2273603090.16295195,49700.15,8219.03,33069.105,-16631.045,2.48640949,2.599929,2.17373279,1.417514
SOLUSDT,1756685400000,2025-09-01 00:10:00,2025-09-01 09:10:00,200.32,200.58,199.92,199.95,74950.77,15005433.8221,11563,32848.04,6577228.592,11359478.18,2271331448.54586172,-9254.69,3308.45,-1318.895,7935.795,2.48750096,2.593647,2.17735604,0.778096
SOLUSDT,1756685700000,2025-09-01 00:15:00,2025-09-01 09:15:00,199.95,200.43,199.9,200.26,89900.37,17991360.9275,12317,52654.11,10538732.3476,11362786.63,2275057139.05859995,15407.85,-8252.83,-548.905,-15956.755,2.49173013,2.589163,2.1835801,1.404204
SOLUSDT,1756686000000,2025-09-01 00:20:00,2025-09-01 09:20:00,200.25,200.32,199.19,199.37,154739.68,30899806.7742,17753,53709.51,10725328.5031,11354533.8,2263581641.51584578,-47320.66,26456.11,2795.78,50116.44,2.4981891,2.584107,2.18796016,0.53232
SOLUSDT,1756686300000,2025-09-01 00:25:00,2025-09-01 09:25:00,199.37,199.49,198.52,198.98,336909.32,67038831.71323,30704,146881.01,29229895.1428,11380989.91,2265245626.1186676,-43147.3,10430.63,-11143.02,32004.28,2.51087041,2.577397,2.1937636,0.771724
SOLUSDT,1756686600000,2025-09-01 00:30:00,2025-09-01 09:30:00,198.99,199.44,198.57,198.93,132468.4,26357131.8022,19045,67941.53,13522490.9285,11391420.54,2265981373.81680012,3414.66,24107.86,25815.19,22400.53,2.5162413,2.567708,2.19591098,1.051527
SOLUSDT,1756686900000,2025-09-01 00:35:00,2025-09-01 09:35:00,198.93,199.05,198.39,198.72,155677.23,30932589.40639,18527,66263.34,13169217.5003,11415528.4,2268493803.64799976,-23150.55,-5794.04,-17369.315,5781.235,2.52044293,2.552023,2.20197919,0.740013
SOLUSDT,1756687200000,2025-09-01 00:40:00,2025-09-01 09:40:00,198.73,200.38,198.62,200.13,250327.19,50016525.9549,23290,184485.09,36860679.4491,11409734.36,2282859650.7487998,118642.99,-5154.56,54166.935,-64476.055,2.54418641,2.571458,2.23972879,2.798631
SOLUSDT,1756687500000,2025-09-01 00:45:00,2025-09-01 09:45:00,200.14,201.3,199.93,200.24,291217.9,58443075.0063,28970,164310.49,32974602.3714,11404579.8,2282740692.76800013,37403.08,10164.74,28866.28,-8536.8,2.56974645,2.551624,2.27207434,1.283613
SOLUSDT,1756687800000,2025-09-01 00:50:00,2025-09-01 09:50:00,200.24,200.76,199.68,200.59,127815.24,25599773.6932,15846,69907.84,14005096.1444,11414744.54,2289927972.87409019,12000.44,-4745.8,1254.42,-10746.02,2.54098616,2.552441,2.26086636,1.187713
SOLUSDT,1756688100000,2025-09-01 00:55:00,2025-09-01 09:55:00,200.59,200.95,200.24,200.35,75704.07,15186283.1678,11402,44498.62,8926644.9199,11409998.74,2285888956.17701674,13293.17,-8689.76,-2043.175,-15336.345,2.55203056,2.54239,2.27531739,1.414172
SOLUSDT,1756688400000,2025-09-01 01:00:00,2025-09-01 10:00:00,200.35,201,200.1,200.68,103551.35,20769553.722,16257,53990.95,10830510.4883,11401308.98,2288356725.37580013,4430.55,6382.93,8598.205,4167.655,2.56580595,2.536891,2.30337916,1.114636
