symbol,open_time,datetime_utc,datetime_kst,open,high,low,close,volume,quote_volume,trades,taker_buy_base,taker_buy_quote,sum_oi,sum_oi_value,cvd_delta,oi_delta,net_long_delta,net_short_delta,top_acc_ls_ratio,top_pos_ls_ratio,global_acc_ls_ratio,taker_ls_vol_ratio
ETHUSDT,1777593600000,2026-05-01 00:00:00,2026-05-01 09:00:00,2256.5,2262.95,2256.03,2262.42,10739.558,24273450.99558,14159,7708.841,17424787.56122,2000359.632,4513631477.24112034,4678.124,-1488.119,850.943,-3827.181,1.74748362,1.19661,2.09328522,0.738408
ETHUSDT,1777593900000,2026-05-01 00:05:00,2026-05-01 09:05:00,2262.42,2262.95,2260.29,2262.12,7530.53,17029341.58784,9602,4726.495,10687685.40934,1998871.513,4522937559.85707188,1922.46,-362.343,598.887,-1323.573,1.74668799,1.196769,2.09461329,2.544261
ETHUSDT,1777594200000,2026-05-01 00:10:00,2026-05-01 09:10:00,2262.11,2262.26,2260.41,2261.44,3120.433,7056426.57772,6087,1560.597,3529270.42142,1998509.17,4521405890.74396133,0.761,740.655,741.0355,740.2745,1.741662,1.198761,2.0870096,1.685315
ETHUSDT,1777594500000,2026-05-01 00:15:00,2026-05-01 09:15:00,2261.43,2264.97,2261.43,2261.9,8424.974,19070616.54133,11180,4643.985,10512157.03023,1999249.825,4521183524.24800014,862.996,-2045.674,-1614.176,-2477.172,1.74125203,1.198157,2.08866923,1.000599
ETHUSDT,1777594800000,2026-05-01 00:20:00,2026-05-01 09:20:00,2261.9,2262.14,2259.75,2259.94,3577.482,8087902.80577,5453,2067.316,4673615.68784,1997204.151,4517456097.1053896,557.15,-2.756,275.819,-281.331,1.73951729,1.201033,2.0870471,1.227952
ETHUSDT,1777595100000,2026-05-01 00:25:00,2026-05-01 09:25:00,2259.95,2261.07,2259.94,2261.07,2211.618,4999408.13565,3210,1436.779,3247837.13195,1997201.395,4513632406.39882278,661.94,7.172,338.142,-323.798,1.7385828,1.201569,2.08613452,1.368841
ETHUSDT,1777595400000,2026-05-01 00:30:00,2026-05-01 09:30:00,2261.07,2262.51,2260.53,2260.54,3174.83,7180508.6435,5770,1380.665,3122827.25589,1997208.567,4515828374.58668995,-413.5,-5.679,-212.429,201.071,1.73866844,1.201605,2.08571522,1.854242
ETHUSDT,1777595700000,2026-05-01 00:35:00,2026-05-01 09:35:00,2260.54,2261.42,2259.98,2260.84,1925.869,4353773.02661,4172,1018.102,2301537.33196,1997202.888,4514964802.95145607,110.335,-21.504,33.6635,-76.6715,1.74025524,1.202378,2.08731166,0.781973
ETHUSDT,1777596000000,2026-05-01 00:40:00,2026-05-01 09:40:00,2260.83,2262.85,2260.83,2262.4,1734.944,3924067.98581,4378,976.745,2209012.50496,1997181.384,4515287588.38871956,218.546,196.798,306.071,87.525,1.73908064,1.202569,2.08600192,1.121478
ETHUSDT,1777596300000,2026-05-01 00:45:00,2026-05-01 09:45:00,2262.41,2264.5,2260.17,2260.18,5654.738,12795476.14408,8004,2027.783,4588534.40737,1997378.182,4518957723.56666088,-1599.172,839.168,39.582,1638.754,1.73900192,1.202382,2.08667296,1.287348
ETHUSDT,1777596600000,2026-05-01 00:50:00,2026-05-01 09:50:00,2260.18,2260.3,2259,2259,1975.474,4464151.61463,4329,714.759,1615159.28471,1998217.35,4516632822.3231945,-545.956,-161.628,-434.606,111.35,1.74137242,1.202784,2.08874498,0.559104
ETHUSDT,1777596900000,2026-05-01 00:55:00,2026-05-01 09:55:00,2259.01,2259.74,2257.18,2258.84,3325.386,7509929.92668,7380,1500.125,3387717.16542,1998055.722,4513936037.28917885,-325.136,476.581,314.013,639.149,1.74181682,1.203489,2.08914565,0.566923
ETHUSDT,1777597200000,2026-05-01 01:00:00,2026-05-01 10:00:00,2258.84,2260.44,2258.55,2260.44,2052.268,4637325.71507,4588,1208.44,2730394.33269,1998532.303,4514284766.01640034,364.612,121.1,303.406,-61.206,1.74058288,1.202918,2.08453243,0.815481
ETHUSDT,1777597500000,2026-05-01 01:05:00,2026-05-01 10:05:00,2260.44,2264.2,2260.44,2262.84,3547.535,8026579.26082,7063,2236.916,5060967.39001,1998653.403,4518010058.59118652,926.297,203.697,666.8455,-259.4515,1.74083644,1.202835,2.0854855,1.431168
ETHUSDT,1777597800000,2026-05-01 01:10:00,2026-05-01 10:10:00,2262.84,2263.29,2261.74,2262.51,2805.986,6349198.79306,5468,1304.005,2950531.66462,1998857.1,4523320662.68928432,-197.976,271.129,172.141,370.117,1.7403334,1.20342,2.08576719,1.706551
ETHUSDT,1777598100000,2026-05-01 01:15:00,2026-05-01 10:15:00,2262.52,2264.49,2262.51,2263.52,4530.312,10256033.1169,7254,2866.768,6490026.56849,1999128.229,4523409455.32261753,1203.224,-382.266,219.346,-983.878,1.74103862,1.20335,2.08672699,0.868102
ETHUSDT,1777598400000,2026-05-01 01:20:00,2026-05-01 10:20:00,2263.53,2263.87,2262.16,2262.31,3046.758,6895365.84423,5704,1106.595,2504530.73096,1998745.963,4524278406.13420105,-833.568,344.354,-72.43,761.138,1.73992547,1.20455,2.08378085,1.729333
ETHUSDT,1777598700000,2026-05-01 01:25:00,2026-05-01 10:25:00,2262.3,2262.3,2260.44,2261.5,2688.839,6079902.81934,4722,689.371,1558689.36021,1999090.317,4522610998.38248062,-1310.097,-46.442,-701.4905,608.6065,1.74033164,1.204695,2.08536328,0.567811
ETHUSDT,1777599000000,2026-05-01 01:30:00,2026-05-01 10:30:00,2261.5,2262.36,2260.84,2262.28,2187.354,4946779.87854,4594,1214.994,2747820.38702,1999043.875,4520437914.53750038,242.634,64.702,186.019,-56.615,1.74157214,1.203976,2.08731022,0.34475
ETHUSDT,1777599300000,2026-05-01 01:35:00,2026-05-01 10:35:00,2262.28,2262.88,2261.76,2262.84,1925.108,4355407.62024,2978,724.226,1638459.37958,1999108.577,4522579821.79311657,-476.656,381.899,143.571,620.227,1.73927612,1.203754,2.08411154,1.2496
ETHUSDT,1777599600000,2026-05-01 01:40:00,2026-05-01 10:40:00,2262.84,2264.97,2262.83,2264.68,4180.911,9465752.93995,5670,2620.453,5932388.49424,1999490.476,4524516421.95472717,1059.995,838.797,1368.7945,308.7995,1.73956284,1.204638,2.08452622,0.603613
ETHUSDT,1777599900000,2026-05-01 01:45:00,2026-05-01 10:45:00,2264.69,2268,2263.79,2265.66,10226.971,23174272.60833,11650,5319.29,12054624.43103,2000329.273,4530105697.97764015,411.609,-1267.048,-1061.2435,-1472.8525,1.73868439,1.20514,2.08271505,1.678963
ETHUSDT,1777600200000,2026-05-01 01:50:00,2026-05-01 10:50:00,2265.66,2268.57,2265.15,2267.34,14874.962,33723580.83731,14724,4535.105,10280766.43703,1999062.225,4530041063.48924637,-5804.752,-752.577,-3654.953,2149.799,1.73885622,1.205681,2.08462612,1.096371
ETHUSDT,1777600500000,2026-05-01 01:55:00,2026-05-01 10:55:00,2267.35,2269.57,2266.11,2266.54,12556.655,28477760.37059,13887,6371.533,14451980.0121,1998309.648,4530894150.04859066,186.411,3784.067,3877.2725,3690.8615,1.73771277,1.20251,2.08445656,0.438549
ETHUSDT,1777600800000,2026-05-01 02:00:00,2026-05-01 11:00:00,2266.54,2267.21,2264.15,2265.99,7454.524,16887966.20052,10032,3408.891,7722752.21215,2002093.715,4537838494.63712406,-636.742,547.547,229.176,865.918,1.73110357,1.19957,2.07417454,1.030353
ETHUSDT,1777601100000,2026-05-01 02:05:00,2026-05-01 11:05:00,2265.98,2268.91,2264.93,2268.43,6307.779,14299362.49063,8730,4396.305,9966901.56348,2002641.262,4538077904.27095985,2484.831,32.01,1274.4255,-1210.4055,1.73017639,1.19962,2.0724114,0.844336
