symbol,open_time,datetime_utc,datetime_kst,open,high,low,close,volume,quote_volume,trades,taker_buy_base,taker_buy_quote,sum_oi,sum_oi_value,cvd_delta,oi_delta,net_long_delta,net_short_delta
ETHUSDT,1761955200000,2025-11-01 00:00:00,2025-11-01 09:00:00,3846.42,3848.41,3842.1,3844.51,4910.413,18876604.34144,13004,1939.107,7454299.94995,1562286.951,6009196151.19591045,-1032.199,-427.059,-943.1585,89.0405
ETHUSDT,1761955500000,2025-11-01 00:05:00,2025-11-01 09:05:00,3844.51,3845.71,3840.28,3841.98,5317.42,20435707.01148,10932,2633.873,10121621.45561,1561859.892,6004570354.79399967,-49.674,797.508,772.671,822.345
ETHUSDT,1761955800000,2025-11-01 00:10:00,2025-11-01 09:10:00,3841.99,3844.45,3841.31,3841.75,3165.729,12165049.51866,8154,2068.444,7948252.12368,1562657.4,6003725067.0489893,971.159,717.377,1202.9565,231.7975
ETHUSDT,1761956100000,2025-11-01 00:15:00,2025-11-01 09:15:00,3841.75,3843.08,3837.28,3838.45,5064.891,19448849.04078,11121,1741.876,6689333.08646,1563374.777,6007638076.21234035,-1581.139,40.899,-749.6705,831.4685
ETHUSDT,1761956400000,2025-11-01 00:20:00,2025-11-01 09:20:00,3838.45,3840.89,3828.8,3838,15181.515,58208306.7686,20991,8498.136,32585968.7756,1563415.676,6001092901.54220009,1814.757,-72.791,834.5875,-980.1695
ETHUSDT,1761956700000,2025-11-01 00:25:00,2025-11-01 09:25:00,3838,3842.55,3837.99,3840.26,3916.221,15039323.19995,9297,2081.974,7995087.13745,1563342.885,6000109992.63000011,247.727,426.553,550.4165,302.6895
ETHUSDT,1761957000000,2025-11-01 00:30:00,2025-11-01 09:30:00,3840.26,3840.26,3832.11,3833.95,5763.983,22101775.33566,13501,3370.601,12923227.79202,1563769.438,6005875454.36032009,977.219,5.524,494.1335,-483.0855
ETHUSDT,1761957300000,2025-11-01 00:35:00,2025-11-01 09:35:00,3833.96,3838.54,3833.96,3837,3829.128,14692248.41613,11276,2189.769,8401880.54394,1563774.962,5995435015.55990028,550.41,-101.369,173.836,-376.574
ETHUSDT,1761957600000,2025-11-01 00:40:00,2025-11-01 09:40:00,3837.01,3841.31,3835.91,3840.75,2960.618,11363165.58762,8337,1280.403,4914625.04132,1563673.593,6001050878.47947025,-399.812,-408.817,-608.723,-208.911
ETHUSDT,1761957900000,2025-11-01 00:45:00,2025-11-01 09:45:00,3840.75,3845,3840.12,3844.44,4560.318,17528095.68483,11661,2730.02,10492875.13524,1563264.776,6004680676.8164463,899.722,-458.628,-8.767,-908.489
ETHUSDT,1761958200000,2025-11-01 00:50:00,2025-11-01 09:50:00,3844.44,3845.77,3842.63,3842.64,5793.479,22272422.5981,10339,2623.048,10083922.64085,1562806.148,6008376691.95465755,-547.383,468.584,194.8925,742.2755
ETHUSDT,1761958500000,2025-11-01 00:55:00,2025-11-01 09:55:00,3842.64,3847.25,3842.63,3845.57,3287.103,12640927.12837,7151,1772.485,6815853.94449,1563274.732,6007133281.66711998,257.867,83.972,212.9055,-44.9615
ETHUSDT,1761958800000,2025-11-01 01:00:00,2025-11-01 10:00:00,3845.57,3850.54,3844.08,3848.73,5088.11,19579925.88593,11963,2543.289,9786951.31773,1563358.704,6012167390.33959007,-1.532,342.039,341.273,342.805
