symbol,open_time,datetime_utc,datetime_kst,open,high,low,close,volume,quote_volume,trades,taker_buy_base,taker_buy_quote,sum_oi,sum_oi_value,cvd_delta,oi_delta,net_long_delta,net_short_delta
ETHUSDT,1764547200000,2025-12-01 00:00:00,2025-12-01 09:00:00,2990.02,2998.84,2979.7,2985.85,49983.473,149255434.2342,63139,17423.264,52069675.7584,1881529.241,5626226798.01951599,-15136.945,-2128.283,-9696.7555,5440.1895
ETHUSDT,1764547500000,2025-12-01 00:05:00,2025-12-01 09:05:00,2985.85,2986.34,2910.51,2935.84,223626.318,659515555.77463996,241868,83561.933,246491828.50400999,1878751.904,5610146798.73119068,-56502.452,-2777.337,-31028.563,25473.889
ETHUSDT,1764547800000,2025-12-01 00:10:00,2025-12-01 09:10:00,2935.23,2940.55,2900,2915.16,121525.745,354658399.21407998,208943,54122.912,158025686.88453001,1858325.134,5452809107.69083977,-13279.921,-20426.77,-27066.7305,-13786.8095
ETHUSDT,1764548100000,2025-12-01 00:15:00,2025-12-01 09:15:00,2915.15,2923.38,2894.02,2902.2,94127.897,273609062.96822,156881,43760.326,127242638.25421,1856201.017,5412549504.76007843,-6607.245,-2124.117,-5427.7395,1179.5055
ETHUSDT,1764548400000,2025-12-01 00:20:00,2025-12-01 09:20:00,2902.19,2910.29,2877.77,2899.13,94794.521,274270238.14765,152576,39546.359,114500519.32961001,1856850.102,5390473616.46104145,-15701.803,649.085,-7201.8165,8499.9865
ETHUSDT,1764548700000,2025-12-01 00:25:00,2025-12-01 09:25:00,2899.13,2907.27,2889.06,2891.76,33433.715,96879287.50728001,71976,15800.484,45791537.08399,1853149.776,5374803811.52338028,-1832.747,-3700.326,-4616.6995,-2783.9525
ETHUSDT,1764549000000,2025-12-01 00:30:00,2025-12-01 09:30:00,2891.77,2894.97,2861,2873.91,111253.58,320120383.32898003,174156,45320.301,130436564.53748,1852424.585,5357534214.51038265,-20612.978,-725.191,-11031.68,9581.298
ETHUSDT,1764549300000,2025-12-01 00:35:00,2025-12-01 09:35:00,2873.9,2882.19,2861.52,2868.97,69855.165,200539795.96318001,134323,33424.862,96003882.11609,1847652.491,5309192479.83868027,-3005.441,-4772.094,-6274.8145,-3269.3735
ETHUSDT,1764549600000,2025-12-01 00:40:00,2025-12-01 09:40:00,2868.96,2882.61,2861.11,2863.63,47668.255,136864922.50556001,90875,23944.315,68770860.80807,1850774.637,5312000824.38554955,220.375,3122.146,3232.3335,3011.9585
ETHUSDT,1764549900000,2025-12-01 00:45:00,2025-12-01 09:45:00,2863.63,2864.47,2848,2855.03,87028.129,248529476.26842999,107220,34192.918,97650886.09221999,1850925.428,5301346573.86048031,-18642.293,150.791,-9170.3555,9471.9375
ETHUSDT,1764550200000,2025-12-01 00:50:00,2025-12-01 09:50:00,2855.02,2856.15,2835.6,2835.96,76350.023,217090829.39341,114921,31650.83,89993767.92077,1859534.721,5310403470.19017029,-13048.363,8609.293,2085.1115,15133.4745
ETHUSDT,1764550500000,2025-12-01 00:55:00,2025-12-01 09:55:00,2835.96,2847.74,2830,2834.82,65244.122,185106121.84952,99841,33301.796,94514416.11259,1853485.078,5256730496.45220947,1359.47,-6049.643,-5369.908,-6729.378
ETHUSDT,1764550800000,2025-12-01 01:00:00,2025-12-01 10:00:00,2834.82,2857.98,2832.04,2854.89,64347.76,183208678.30542001,113397,35558.184,101266860.78294,1855573.214,5260531505.95785999,6768.608,2088.136,5472.44,-1296.168
ETHUSDT,1764551100000,2025-12-01 01:05:00,2025-12-01 10:05:00,2854.88,2859.5,2848.24,2850.05,44338.389,126567648.34920999,70712,20990.256,59924729.00964,1855198.621,5295664463.64449978,-2357.877,-374.593,-1553.5315,804.3455
ETHUSDT,1764551400000,2025-12-01 01:10:00,2025-12-01 10:10:00,2850.04,2853.49,2843.71,2847.31,31278.865,89096199.33644,50912,12666.179,36077042.76488,1856278.919,5292713682.44373894,-5946.507,1080.298,-1892.9555,4053.5515
ETHUSDT,1764551700000,2025-12-01 01:15:00,2025-12-01 10:15:00,2847.32,2857.55,2846,2849.47,29232.147,83407695.01372001,53026,16084.656,45893748.38728,1857405.678,5289048295.95553207,2937.165,1126.759,2595.3415,-341.8235
ETHUSDT,1764552000000,2025-12-01 01:20:00,2025-12-01 10:20:00,2849.48,2854.71,2844.16,2845.03,17943.86,51136289.89103,39389,9266.94,26412071.46096,1860882.635,5303515509.75,590.02,3476.957,3771.967,3181.947
ETHUSDT,1764552300000,2025-12-01 01:25:00,2025-12-01 10:25:00,2845.04,2850.6,2840.71,2845.62,23740.534,67546729.62062,44248,12690.962,36109974.18246,1862172.187,5298561542.52736092,1641.39,1289.552,2110.247,468.857
ETHUSDT,1764552600000,2025-12-01 01:30:00,2025-12-01 10:30:00,2845.62,2852,2841.01,2847.55,18397.706,52372464.26041,46298,8799.989,25055641.89369,1863382.506,5302702132.62444019,-797.728,1210.319,811.455,1609.183
ETHUSDT,1764552900000,2025-12-01 01:35:00,2025-12-01 10:35:00,2847.55,2857.14,2846.58,2849.61,19933.149,56877364.73537,39670,10754.005,30684923.30742,1864477.517,5308521741.62722969,1574.861,1095.011,1882.4415,307.5805
ETHUSDT,1764553200000,2025-12-01 01:40:00,2025-12-01 10:40:00,2849.61,2854.57,2846.01,2849.81,10191.756,29056092.24476,23983,5222.561,14891103.97965,1866775.923,5323613446.68654251,253.366,2298.406,2425.089,2171.723
ETHUSDT,1764553500000,2025-12-01 01:45:00,2025-12-01 10:45:00,2849.8,2852.66,2847.02,2847.35,10419.083,29692356.35211,25607,4811.695,13711664.86991,1868118.539,5323921930.89049625,-795.693,1342.616,944.7695,1740.4625
ETHUSDT,1764553800000,2025-12-01 01:50:00,2025-12-01 10:50:00,2847.34,2850.1,2845.6,2849.14,10201.402,29048860.96448,22156,5334.999,15192010.412,1869026.065,5321921902.47125435,468.596,907.526,1141.824,673.228
ETHUSDT,1764554100000,2025-12-01 01:55:00,2025-12-01 10:55:00,2849.16,2855,2847,2849.42,14880.126,42434569.82716,29393,8947.846,25518130.85653,1869342.347,5326759734.22167969,3015.566,316.282,1824.065,-1191.501
ETHUSDT,1764554400000,2025-12-01 02:00:00,2025-12-01 11:00:00,2849.42,2870.17,2846.11,2867.71,61812.192,176750561.68378001,60713,41802.466,119550235.31777,1869459.292,5327470082.36502075,21792.74,116.945,11013.315,-10779.425
ETHUSDT,1764554700000,2025-12-01 02:05:00,2025-12-01 11:05:00,2867.71,2872.99,2858.06,2861.44,44714.316,128136514.13946,56178,22970.632,65831239.38743,1890505.68,5421724524.50160027,1226.948,21046.388,21659.862,20432.914
ETHUSDT,1764555000000,2025-12-01 02:10:00,2025-12-01 11:10:00,2861.45,2872.48,2858.78,2865.71,29984.864,85980201.92987999,37889,16946.624,48594185.58406,1890612.244,5410807256.73174953,3908.384,106.564,2060.756,-1847.628
ETHUSDT,1764555300000,2025-12-01 02:15:00,2025-12-01 11:15:00,2865.71,2867.73,2859.19,2859.36,14032.532,40180695.73658,25532,7394.01,21172121.78875,1899817.915,5444992133.46490002,755.488,9205.671,9583.415,8827.927
ETHUSDT,1764555600000,2025-12-01 02:20:00,2025-12-01 11:20:00,2859.37,2860.25,2854.44,2854.45,11802.409,33726628.64434,20417,4580.056,13088233.11415,1902045.757,5439299271.75047016,-2642.297,2227.842,906.6935,3548.9905
ETHUSDT,1764555900000,2025-12-01 02:25:00,2025-12-01 11:25:00,2854.45,2857.29,2852.31,2852.31,11645.89,33249187.16878,19842,5259.318,15015529.71632,1901628.366,5428768659.2567997,-1127.254,-417.391,-981.018,146.236
ETHUSDT,1764556200000,2025-12-01 02:30:00,2025-12-01 11:30:00,2852.3,2861.76,2851.69,2858.34,17551.953,50146889.28385,24769,11224.3,32069536.81352,1902340.916,5427092530.12011909,4896.647,712.55,3160.8735,-1735.7735
ETHUSDT,1764556500000,2025-12-01 02:35:00,2025-12-01 11:35:00,2858.36,2860.6,2824.6,2844.07,89352.253,253693467.58036,82465,32892.516,93426120.99621999,1903307.051,5440052647.89112186,-23567.221,966.135,-10817.4755,12749.7455
ETHUSDT,1764556800000,2025-12-01 02:40:00,2025-12-01 11:40:00,2844.07,2858.5,2843.64,2850.67,46794.832,133525772.33491001,52600,23594.761,67317783.22285999,1884987.001,5361889464.56018543,394.69,-18320.05,-18122.705,-18517.395
ETHUSDT,1764557100000,2025-12-01 02:45:00,2025-12-01 11:45:00,2850.66,2851.34,2833.75,2835.11,34970.287,99326919.02472,55438,13455.863,38216501.8002,1896190.616,5405636357.44695568,-8058.561,11203.615,7174.3345,15232.8955
