symbol,open_time,datetime_utc,datetime_kst,open,high,low,close,volume,quote_volume
ETHUSDT,1769904000000,2026-02-01 00:00:00,2026-02-01 09:00:00,2451.96,2459.57,2446.12,2454.19,2374.9113,5826113.228576
ETHUSDT,1769904300000,2026-02-01 00:05:00,2026-02-01 09:05:00,2454.19,2465.73,2452.31,2465.72,2578.4676,6335061.528755
ETHUSDT,1769904600000,2026-02-01 00:10:00,2026-02-01 09:10:00,2465.73,2467.75,2457.94,2465.07,3258.5986,8027301.621839
ETHUSDT,1769904900000,2026-02-01 00:15:00,2026-02-01 09:15:00,2465.07,2475.54,2463.39,2475.4,5046.0199,12471308.103899
ETHUSDT,1769905200000,2026-02-01 00:20:00,2026-02-01 09:20:00,2475.39,2475.98,2460.39,2461.91,3698.8505,9127082.543461
ETHUSDT,1769905500000,2026-02-01 00:25:00,2026-02-01 09:25:00,2461.9,2465.86,2455.04,2455.97,2733.4242,6728117.469914
ETHUSDT,1769905800000,2026-02-01 00:30:00,2026-02-01 09:30:00,2455.97,2464.34,2455.39,2458.38,2500.098,6148018.402674
ETHUSDT,1769906100000,2026-02-01 00:35:00,2026-02-01 09:35:00,2458.39,2459.98,2448,2449.18,2227.6612,5464903.952505
ETHUSDT,1769906400000,2026-02-01 00:40:00,2026-02-01 09:40:00,2449.19,2454.54,2448.31,2450.04,1969.7335,4828304.472549
ETHUSDT,1769906700000,2026-02-01 00:45:00,2026-02-01 09:45:00,2450.04,2456.59,2448.95,2455.77,1964.9119,4820125.293703
ETHUSDT,1769907000000,2026-02-01 00:50:00,2026-02-01 09:50:00,2455.76,2459.21,2454.03,2456.94,2181.7177,5360168.477327
ETHUSDT,1769907300000,2026-02-01 00:55:00,2026-02-01 09:55:00,2456.94,2458.22,2449.68,2452.18,1461.6814,3587799.784546
ETHUSDT,1769907600000,2026-02-01 01:00:00,2026-02-01 10:00:00,2452.18,2455.61,2443.09,2444.56,2146.188,5255833.197461
ETHUSDT,1769907900000,2026-02-01 01:05:00,2026-02-01 10:05:00,2444.56,2444.66,2432.31,2434.68,4444.4181,10834177.755269
ETHUSDT,1769908200000,2026-02-01 01:10:00,2026-02-01 10:10:00,2434.68,2441.2,2433.24,2440.96,2924.8691,7131748.015118
ETHUSDT,1769908500000,2026-02-01 01:15:00,2026-02-01 10:15:00,2440.96,2440.97,2429.15,2431.76,2936.2575,7144097.357805
ETHUSDT,1769908800000,2026-02-01 01:20:00,2026-02-01 10:20:00,2431.76,2441.16,2430.49,2440.74,2251.9304,5485094.8096
ETHUSDT,1769909100000,2026-02-01 01:25:00,2026-02-01 10:25:00,2440.74,2454,2438.33,2452.51,2103.8301,5145028.057306
