symbol,open_time,datetime_utc,datetime_kst,open,high,low,close,volume,quote_volume,trades,taker_buy_base,taker_buy_quote,sum_oi,sum_oi_value,cvd_delta,oi_delta,net_long_delta,net_short_delta
ETHUSDT,1754006400000,2025-08-01 00:00:00,2025-08-01 09:00:00,3696.57,3697,3687.58,3688.03,20742.339,76587887.26716,26622,11137.406,41122964.34938,2062527.959,7624278977.40063,1532.473,1830.989,2597.2255,1064.7525
ETHUSDT,1754006700000,2025-08-01 00:05:00,2025-08-01 09:05:00,3688.03,3693.44,3683.56,3683.57,16129.457,59519812.04387,24555,7011.451,25875732.08086,2064358.948,7615115602.21139908,-2106.555,385.37,-667.9075,1438.6475
ETHUSDT,1754007000000,2025-08-01 00:10:00,2025-08-01 09:10:00,3683.57,3686.39,3655.76,3656.88,143111.252,524955148.58297998,109658,45269.463,166039648.52241001,2064744.318,7609740733.24494934,-52572.326,-3941.086,-30227.249,22345.077
ETHUSDT,1754007300000,2025-08-01 00:15:00,2025-08-01 09:15:00,3656.89,3691.36,3655,3690.01,70247.148,257948997.40716001,74079,42230.554,155117106.82058999,2060803.232,7538201982.09888172,14213.96,8712.303,15819.283,1605.323
ETHUSDT,1754007600000,2025-08-01 00:20:00,2025-08-01 09:20:00,3690,3698.08,3688,3695.59,57627.652,212875882.45761999,57019,35646.011,131680385.94348,2069515.535,7637101694.89815331,13664.37,8979.384,15811.569,2147.199
ETHUSDT,1754007900000,2025-08-01 00:25:00,2025-08-01 09:25:00,3695.59,3695.6,3682.66,3688.71,28841.905,106372677.98375,33603,11346.919,41850940.20643,2078494.919,7681036403.26611996,-6148.067,3499.771,425.7375,6573.8045
ETHUSDT,1754008200000,2025-08-01 00:30:00,2025-08-01 09:30:00,3688.71,3690.61,3673.9,3674.7,24882.581,91590237.39278001,32317,9177.799,33787339.6424,2081994.69,7682350181.12082577,-6526.983,270.11,-2993.3815,3533.6015
ETHUSDT,1754008500000,2025-08-01 00:35:00,2025-08-01 09:35:00,3674.7,3687.72,3672.28,3687.72,23406.379,86110078.83961999,33799,13829.241,50885331.81191,2082264.8,7652100934.90159035,4252.103,1026.649,3152.7005,-1099.4025
ETHUSDT,1754008800000,2025-08-01 00:40:00,2025-08-01 09:40:00,3687.74,3688.16,3666.43,3667.53,35650.476,130978132.42015,41835,10599.594,38959232.87571,2083291.449,7682303881.50341988,-14451.288,-3889.52,-11115.164,3336.124
ETHUSDT,1754009100000,2025-08-01 00:45:00,2025-08-01 09:45:00,3667.52,3669.48,3651,3651,73610.21,269271585.60203999,69540,23873.424,87316552.21473999,2079401.929,7627858643.32472515,-25863.362,-3773.033,-16704.714,9158.648
ETHUSDT,1754009400000,2025-08-01 00:50:00,2025-08-01 09:50:00,3651.01,3660,3613.67,3658.36,214567.803,779837821.54718006,161369,97304.773,353748114.9138,2075628.896,7580188892.29854774,-19958.257,-3307.48,-13286.6085,6671.6485
ETHUSDT,1754009700000,2025-08-01 00:55:00,2025-08-01 09:55:00,3658.35,3685.46,3658,3680.01,95680.496,351346042.63503999,86581,61191.478,224684665.90173,2072321.416,7583856694.79093266,26702.46,9350.314,22701.544,-4000.916
