symbol,funding_time,datetime_utc,datetime_kst,funding_rate,mark_price
ETHUSDT,1751328000007,2025-07-01 00:00:00,2025-07-01 09:00:00,0.00008191,
ETHUSDT,1751356800002,2025-07-01 08:00:00,2025-07-01 17:00:00,0.00001541,
ETHUSDT,1751385600000,2025-07-01 16:00:00,2025-07-02 01:00:00,-0.00001429,
ETHUSDT,1751414400001,2025-07-02 00:00:00,2025-07-02 09:00:00,0.00001952,
ETHUSDT,1751443200000,2025-07-02 08:00:00,2025-07-02 17:00:00,0.00004864,
ETHUSDT,1751472000003,2025-07-02 16:00:00,2025-07-03 01:00:00,0.00005236,
ETHUSDT,1751500800006,2025-07-03 00:00:00,2025-07-03 09:00:00,0.0001,
ETHUSDT,1751529600003,2025-07-03 08:00:00,2025-07-03 17:00:00,0.0000982,
ETHUSDT,1751558400003,2025-07-03 16:00:00,2025-07-04 01:00:00,0.00004398,
ETHUSDT,1751587200005,2025-07-04 00:00:00,2025-07-04 09:00:00,0.00001353,
ETHUSDT,1751616000003,2025-07-04 08:00:00,2025-07-04 17:00:00,0.00006619,
ETHUSDT,1751644800001,2025-07-04 16:00:00,2025-07-05 01:00:00,0.00002691,
ETHUSDT,1751673600004,2025-07-05 00:00:00,2025-07-05 09:00:00,0.00001406,
ETHUSDT,1751702400009,2025-07-05 08:00:00,2025-07-05 17:00:00,0.00003958,
ETHUSDT,1751731200006,2025-07-05 16:00:00,2025-07-06 01:00:00,0.00005542,
ETHUSDT,1751760000001,2025-07-06 00:00:00,2025-07-06 09:00:00,0.00003909,
ETHUSDT,1751788800002,2025-07-06 08:00:00,2025-07-06 17:00:00,0.00006583,
ETHUSDT,1751817600004,2025-07-06 16:00:00,2025-07-07 01:00:00,0.00008149,
ETHUSDT,1751846400000,2025-07-07 00:00:00,2025-07-07 09:00:00,0.0001,
ETHUSDT,1751875200007,2025-07-07 08:00:00,2025-07-07 17:00:00,0.0001,
ETHUSDT,1751904000000,2025-07-07 16:00:00,2025-07-08 01:00:00,-0.00003011,
ETHUSDT,1751932800010,2025-07-08 00:00:00,2025-07-08 09:00:00,0.00007589,
ETHUSDT,1751961600003,2025-07-08 08:00:00,2025-07-08 17:00:00,0.00002787,
ETHUSDT,1751990400000,2025-07-08 16:00:00,2025-07-09 01:00:00,0.00006466,
ETHUSDT,1752019200002,2025-07-09 00:00:00,2025-07-09 09:00:00,0.00004903,
ETHUSDT,1752048000006,2025-07-09 08:00:00,2025-07-09 17:00:00,0.00006771,
ETHUSDT,1752076800001,2025-07-09 16:00:00,2025-07-10 01:00:00,0.00006268,
ETHUSDT,1752105600003,2025-07-10 00:00:00,2025-07-10 09:00:00,0.0001,
ETHUSDT,1752134400000,2025-07-10 08:00:00,2025-07-10 17:00:00,0.00002808,
ETHUSDT,1752163200004,2025-07-10 16:00:00,2025-07-11 01:00:00,0.00003187,
