symbol,open_time,datetime_utc,datetime_kst,open,high,low,close,volume,quote_volume
DOGEUSDT,1759276800000,2025-10-01 00:00:00,2025-10-01 09:00:00,0.23294,0.23355,0.23292,0.23348,3147544,734262.06964
DOGEUSDT,1759277100000,2025-10-01 00:05:00,2025-10-01 09:05:00,0.23348,0.23357,0.23289,0.23313,1952567,455557.19843
DOGEUSDT,1759277400000,2025-10-01 00:10:00,2025-10-01 09:10:00,0.23313,0.23318,0.2326,0.23274,2177385,507071.29978
DOGEUSDT,1759277700000,2025-10-01 00:15:00,2025-10-01 09:15:00,0.23275,0.23275,0.23234,0.23242,2387303,555139.27921
DOGEUSDT,1759278000000,2025-10-01 00:20:00,2025-10-01 09:20:00,0.23243,0.23248,0.23198,0.2321,2884874,669698.57336
DOGEUSDT,1759278300000,2025-10-01 00:25:00,2025-10-01 09:25:00,0.23209,0.23226,0.23181,0.23189,1558326,361653.88589
DOGEUSDT,1759278600000,2025-10-01 00:30:00,2025-10-01 09:30:00,0.2319,0.23239,0.23172,0.23233,1112914,258186.79251
DOGEUSDT,1759278900000,2025-10-01 00:35:00,2025-10-01 09:35:00,0.23233,0.23236,0.23166,0.23176,1043479,241945.03758
DOGEUSDT,1759279200000,2025-10-01 00:40:00,2025-10-01 09:40:00,0.23176,0.23183,0.23134,0.23145,1596346,369694.17856
DOGEUSDT,1759279500000,2025-10-01 00:45:00,2025-10-01 09:45:00,0.23146,0.23171,0.23124,0.23147,1941050,449268.14282
DOGEUSDT,1759279800000,2025-10-01 00:50:00,2025-10-01 09:50:00,0.23147,0.23232,0.23146,0.23218,2366847,548470.83881
DOGEUSDT,1759280100000,2025-10-01 00:55:00,2025-10-01 09:55:00,0.23219,0.23241,0.23206,0.23231,1200028,278655.23411
DOGEUSDT,1759280400000,2025-10-01 01:00:00,2025-10-01 10:00:00,0.23232,0.23237,0.23191,0.23234,1722296,399856.18423
DOGEUSDT,1759280700000,2025-10-01 01:05:00,2025-10-01 10:05:00,0.23233,0.23276,0.23233,0.23276,2488954,578838.2035
DOGEUSDT,1759281000000,2025-10-01 01:10:00,2025-10-01 10:10:00,0.23277,0.23293,0.23263,0.23265,1274445,296680.33872
DOGEUSDT,1759281300000,2025-10-01 01:15:00,2025-10-01 10:15:00,0.23266,0.23275,0.23206,0.23222,1820169,423143.41827
DOGEUSDT,1759281600000,2025-10-01 01:20:00,2025-10-01 10:20:00,0.23222,0.23266,0.23186,0.23263,3073111,713851.36812
DOGEUSDT,1759281900000,2025-10-01 01:25:00,2025-10-01 10:25:00,0.23263,0.23302,0.23251,0.23289,2802685,652437.94569
DOGEUSDT,1759282200000,2025-10-01 01:30:00,2025-10-01 10:30:00,0.2329,0.233,0.2322,0.23229,865022,201174.58534
DOGEUSDT,1759282500000,2025-10-01 01:35:00,2025-10-01 10:35:00,0.23228,0.23293,0.23222,0.23291,1160355,269883.76704
