symbol,open_time,datetime_utc,datetime_kst,open,high,low,close,volume,quote_volume,trades,taker_buy_base,taker_buy_quote,sum_oi,sum_oi_value,cvd_delta,oi_delta,net_long_delta,net_short_delta,top_acc_ls_ratio,top_pos_ls_ratio,global_acc_ls_ratio,taker_ls_vol_ratio
BNBUSDT,1754006400000,2025-08-01 00:00:00,2025-08-01 09:00:00,783.67,784.23,782.7,783.2,2994.48,2346120.9446,4922,1768.73,1385790.858,618457.56,484364738.65902269,542.98,-182.2,89.29,-453.69,1.22016953,1.255545,2.21542512,1.404253
BNBUSDT,1754006700000,2025-08-01 00:05:00,2025-08-01 09:05:00,783.21,785.87,783.21,784.81,3704.15,2906969.4501,4844,2221.5,1743502.4816,618275.36,485228685.2816,738.85,900.01,1269.435,530.585,1.22280301,1.258658,2.21839971,1.498541
BNBUSDT,1754007000000,2025-08-01 00:10:00,2025-08-01 09:10:00,784.8,785.34,780.45,781.75,10131.16,7925209.9939,10372,4065.49,3181464.0857,619175.37,484021770.23640001,-2000.18,750.73,-249.36,1750.82,1.21820557,1.255783,2.2040521,0.670665
BNBUSDT,1754007300000,2025-08-01 00:15:00,2025-08-01 09:15:00,781.75,787.86,781.52,787.48,7926.71,6220163.9146,9247,4967.86,3900279.0057,619926.1,488154608.18400002,2009.01,200.37,1204.875,-804.135,1.21275671,1.261359,2.2036702,1.681238
BNBUSDT,1754007600000,2025-08-01 00:20:00,2025-08-01 09:20:00,787.49,788.6,786.32,786.68,5094.87,4013210.9302,6493,2280.54,1796125.6415,620126.47,487756669.26855487,-533.79,-435.86,-702.755,-168.965,1.21804921,1.264026,2.21344938,0.809476
BNBUSDT,1754007900000,2025-08-01 00:25:00,2025-08-01 09:25:00,786.68,786.83,783.05,784.16,2978.6,2336623.1952,5812,1491.07,1169515.7355,619690.61,485955179.45590001,3.54,124.82,126.59,123.05,1.21925425,1.262861,2.21664938,1.00296
BNBUSDT,1754008200000,2025-08-01 00:30:00,2025-08-01 09:30:00,784.16,785.15,782.04,782.09,2475.01,1939669.356,5195,1177.88,923061.7208,619815.43,484720458.87720001,-119.25,574.18,514.555,633.805,1.22092516,1.261169,2.21894136,0.907982
BNBUSDT,1754008500000,2025-08-01 00:35:00,2025-08-01 09:35:00,782.09,785.93,781.56,785.93,4127.2,3236141.236,6440,2462.38,1930710.1275,620389.61,487504585.92050105,797.56,280.37,679.15,-118.41,1.22079337,1.263095,2.21771141,1.478983
BNBUSDT,1754008800000,2025-08-01 00:40:00,2025-08-01 09:40:00,785.94,786.19,781.65,782.52,3240.74,2539009.4855,6215,1527.66,1196879.0122,620669.98,485686672.74959999,-185.42,-75.04,-167.75,17.67,1.22598253,1.264146,2.22414957,0.891775
BNBUSDT,1754009100000,2025-08-01 00:45:00,2025-08-01 09:45:00,782.51,783.06,779.39,780,7808.47,6095635.3847,9305,2928.62,2286247.3351,620594.94,484076465.0988,-1951.23,-1697.03,-2672.645,-721.415,1.22488772,1.262882,2.22066559,0.600161
BNBUSDT,1754009400000,2025-08-01 00:50:00,2025-08-01 09:50:00,779.94,783.77,775.04,783.36,24052.14,18714186.3011,23926,12665.58,9858295.6275,618897.91,484956024.31779999,1279.02,2597.88,3237.39,1958.37,1.21937823,1.262945,2.21041351,1.110761
